#Table Version   5                                                                                                                                                                                                                                              
#[Z/Z_SOLAR]= 0.00 [A/Fe]= 0.0          | VALID RANGE: 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381              
#Teff(K)| Pgas@  log g = 5.50   log g = 5.60   log g = 5.70   log g = 5.80   log g = 5.90   log g = 6.00   log g = 6.10   log g = 6.20   log g = 6.30   log g = 6.40   log g = 6.50   log g = 6.60   log g = 6.70   log g = 6.80   log g = 6.90   log g = 7.00   log g = 7.10   log g = 7.20   log g = 7.30   log g = 7.40   log g = 7.50   log g = 7.60   log g = 7.70   log g = 7.80   log g = 7.90   log g = 8.00   log g = 8.10   log g = 8.20   log g = 8.30   log g = 8.40   log g = 8.50   log g = 8.60   log g = 8.70   log g = 8.80   log g = 8.90   log g = 9.00   log g = 9.10   log g = 9.20   log g = 9.30   log g = 9.40   log g = 9.50 
  0.5100000E+04  0.6861193E+04  0.6763640E+04  0.6779289E+04  0.6734660E+04  0.6688364E+04  0.6638389E+04  0.6585309E+04  0.6538706E+04  0.6495043E+04  0.6468927E+04  0.6421221E+04  0.6368254E+04  0.6337873E+04  0.6309083E+04  0.6281214E+04  0.6258699E+04  0.6236464E+04  0.6206656E+04  0.6194652E+04  0.6195345E+04  0.6182151E+04  0.6174441E+04  0.6165241E+04  0.6157324E+04  0.6148562E+04  0.6145237E+04  0.6140863E+04  0.6137640E+04  0.6134443E+04  0.6134259E+04  0.6133529E+04  0.6134320E+04  0.6135676E+04  0.6138039E+04  0.6140900E+04  0.6144493E+04  0.6148685E+04  0.6153428E+04  0.6158697E+04  0.6163626E+04  0.6169892E+04
  0.5200000E+04  0.7065574E+04  0.7033021E+04  0.6999021E+04  0.6962741E+04  0.6921609E+04  0.6857934E+04  0.6835573E+04  0.6734464E+04  0.6741054E+04  0.6722831E+04  0.6631051E+04  0.6586699E+04  0.6591397E+04  0.6524141E+04  0.6512382E+04  0.6459380E+04  0.6430596E+04  0.6399637E+04  0.6378241E+04  0.6350467E+04  0.6334097E+04  0.6319008E+04  0.6306396E+04  0.6313829E+04  0.6307178E+04  0.6294601E+04  0.6291939E+04  0.6285996E+04  0.6281333E+04  0.6277905E+04  0.6271047E+04  0.6269956E+04  0.6271605E+04  0.6273970E+04  0.6276009E+04  0.6275745E+04  0.6279625E+04  0.6283149E+04  0.6287222E+04  0.6291926E+04  0.6297025E+04
  0.5300000E+04  0.7255511E+04  0.7229438E+04  0.7202371E+04  0.7173067E+04  0.7130913E+04  0.7084542E+04  0.7053926E+04  0.7026300E+04  0.6983270E+04  0.6936139E+04  0.6888899E+04  0.6824761E+04  0.6810124E+04  0.6753584E+04  0.6722333E+04  0.6699489E+04  0.6646247E+04  0.6610533E+04  0.6567041E+04  0.6556679E+04  0.6535320E+04  0.6515867E+04  0.6485535E+04  0.6471826E+04  0.6459108E+04  0.6448008E+04  0.6438253E+04  0.6427253E+04  0.6420052E+04  0.6409680E+04  0.6406802E+04  0.6418403E+04  0.6417851E+04  0.6413341E+04  0.6412969E+04  0.6413232E+04  0.6417363E+04  0.6419295E+04  0.6421953E+04  0.6425319E+04  0.6429265E+04
  0.5400000E+04  0.7428562E+04  0.7413897E+04  0.7392953E+04  0.7369901E+04  0.7343065E+04  0.7316121E+04  0.7285924E+04  0.7294111E+04  0.7217158E+04  0.7175614E+04  0.7133823E+04  0.7089014E+04  0.7110917E+04  0.6980833E+04  0.6950421E+04  0.6900634E+04  0.6850881E+04  0.6836509E+04  0.6776422E+04  0.6749566E+04  0.6718261E+04  0.6696743E+04  0.6668562E+04  0.6653542E+04  0.6634108E+04  0.6632278E+04  0.6618940E+04  0.6607136E+04  0.6581807E+04  0.6570161E+04  0.6562294E+04  0.6573782E+04  0.6568689E+04  0.6565044E+04  0.6562222E+04  0.6560398E+04  0.6559591E+04  0.6559952E+04  0.6560975E+04  0.6562786E+04  0.6565360E+04
  0.5500000E+04  0.7608167E+04  0.7590051E+04  0.7576484E+04  0.7551780E+04  0.7534325E+04  0.7512507E+04  0.7488274E+04  0.7461387E+04  0.7512072E+04  0.7401260E+04  0.7365768E+04  0.7326473E+04  0.7284649E+04  0.7240927E+04  0.7190777E+04  0.7151544E+04  0.7100486E+04  0.7060990E+04  0.6997901E+04  0.6967903E+04  0.6927128E+04  0.6899178E+04  0.6865098E+04  0.6845882E+04  0.6822475E+04  0.6803222E+04  0.6785862E+04  0.6769054E+04  0.6753496E+04  0.6744068E+04  0.6735205E+04  0.6736155E+04  0.6707855E+04  0.6701942E+04  0.6712928E+04  0.6710552E+04  0.6707607E+04  0.6705937E+04  0.6704951E+04  0.6705756E+04  0.6706373E+04
  0.5600000E+04  0.7776025E+04  0.7761365E+04  0.7747121E+04  0.7730359E+04  0.7717699E+04  0.7695196E+04  0.7676128E+04  0.7658585E+04  0.7637775E+04  0.7613990E+04  0.7581123E+04  0.7551500E+04  0.7688174E+04  0.7477902E+04  0.7435823E+04  0.7391903E+04  0.7345429E+04  0.7297562E+04  0.7242376E+04  0.7198173E+04  0.7160625E+04  0.7114410E+04  0.7079408E+04  0.7059804E+04  0.7022507E+04  0.6999070E+04  0.6976248E+04  0.6956499E+04  0.6938470E+04  0.6922897E+04  0.6909231E+04  0.6897040E+04  0.6886537E+04  0.6877384E+04  0.6869774E+04  0.6862853E+04  0.6857770E+04  0.6853978E+04  0.6851621E+04  0.6850265E+04  0.6849819E+04
  0.5700000E+04  0.7936309E+04  0.7924310E+04  0.7911262E+04  0.7898859E+04  0.7887406E+04  0.7873450E+04  0.7859447E+04  0.7842003E+04  0.7827000E+04  0.7807652E+04  0.7784015E+04  0.7762437E+04  0.7736940E+04  0.7706093E+04  0.7670933E+04  0.7635316E+04  0.7590878E+04  0.7546209E+04  0.7501030E+04  0.7450486E+04  0.7403333E+04  0.7357368E+04  0.7313539E+04  0.7272799E+04  0.7236222E+04  0.7203293E+04  0.7174006E+04  0.7148212E+04  0.7125175E+04  0.7105267E+04  0.7087051E+04  0.7071186E+04  0.7057460E+04  0.7045255E+04  0.7034702E+04  0.7025408E+04  0.7017340E+04  0.7011196E+04  0.7006374E+04  0.7002682E+04  0.7000309E+04
  0.5800000E+04  0.8099265E+04  0.8084675E+04  0.8073179E+04  0.8061771E+04  0.8051821E+04  0.8041304E+04  0.8030263E+04  0.8018435E+04  0.8003783E+04  0.7989509E+04  0.7972573E+04  0.7955228E+04  0.7933500E+04  0.7913817E+04  0.7886530E+04  0.7858559E+04  0.7821320E+04  0.7784856E+04  0.7743171E+04  0.7692234E+04  0.7648597E+04  0.7598777E+04  0.7553147E+04  0.7507130E+04  0.7462700E+04  0.7421515E+04  0.7385512E+04  0.7352448E+04  0.7322789E+04  0.7296861E+04  0.7274465E+04  0.7254306E+04  0.7236049E+04  0.7220363E+04  0.7206297E+04  0.7194381E+04  0.7183921E+04  0.7174308E+04  0.7166628E+04  0.7160919E+04  0.7156316E+04
  0.5900000E+04  0.8252534E+04  0.8242727E+04  0.8233567E+04  0.8229434E+04  0.8213288E+04  0.8204324E+04  0.8195214E+04  0.8186155E+04  0.8176444E+04  0.8165895E+04  0.8152301E+04  0.8138568E+04  0.8122316E+04  0.8105560E+04  0.8083947E+04  0.8063851E+04  0.8036216E+04  0.8005440E+04  0.7971146E+04  0.7928979E+04  0.7888124E+04  0.7846961E+04  0.7799107E+04  0.7747408E+04  0.7701047E+04  0.7654535E+04  0.7610998E+04  0.7570615E+04  0.7534009E+04  0.7500542E+04  0.7471728E+04  0.7446002E+04  0.7423312E+04  0.7403318E+04  0.7385726E+04  0.7370041E+04  0.7356287E+04  0.7344041E+04  0.7333364E+04  0.7324378E+04  0.7317511E+04
  0.6000000E+04  0.8402223E+04  0.8393716E+04  0.8386861E+04  0.8380715E+04  0.8373737E+04  0.8366899E+04  0.8356196E+04  0.8348587E+04  0.8340051E+04  0.8333373E+04  0.8324577E+04  0.8314968E+04  0.8302895E+04  0.8289315E+04  0.8273332E+04  0.8256257E+04  0.8239637E+04  0.8214651E+04  0.8186859E+04  0.8155800E+04  0.8119628E+04  0.8077507E+04  0.8034657E+04  0.7992210E+04  0.7943828E+04  0.7895100E+04  0.7847745E+04  0.7801681E+04  0.7758044E+04  0.7718124E+04  0.7681780E+04  0.7648903E+04  0.7620213E+04  0.7594705E+04  0.7572591E+04  0.7552822E+04  0.7534996E+04  0.7519497E+04  0.7505832E+04  0.7494199E+04  0.7484328E+04
  0.6100000E+04  0.8546264E+04  0.8540190E+04  0.8534410E+04  0.8528831E+04  0.8524755E+04  0.8520255E+04  0.8516251E+04  0.8510335E+04  0.8506446E+04  0.8495353E+04  0.8487897E+04  0.8481288E+04  0.8474378E+04  0.8465586E+04  0.8454351E+04  0.8440211E+04  0.8424998E+04  0.8408148E+04  0.8391450E+04  0.8365794E+04  0.8336790E+04  0.8305038E+04  0.8268981E+04  0.8224918E+04  0.8181228E+04  0.8137055E+04  0.8089665E+04  0.8039728E+04  0.7992905E+04  0.7946577E+04  0.7903837E+04  0.7863488E+04  0.7828425E+04  0.7796932E+04  0.7768408E+04  0.7743713E+04  0.7721690E+04  0.7702002E+04  0.7684961E+04  0.7669944E+04  0.7656931E+04
  0.6200000E+04  0.8688126E+04  0.8682220E+04  0.8677880E+04  0.8675321E+04  0.8671305E+04  0.8667915E+04  0.8665081E+04  0.8663582E+04  0.8660568E+04  0.8657286E+04  0.8654205E+04  0.8643929E+04  0.8638840E+04  0.8632277E+04  0.8625632E+04  0.8616684E+04  0.8606694E+04  0.8592530E+04  0.8578141E+04  0.8557245E+04  0.8542633E+04  0.8516303E+04  0.8485657E+04  0.8453608E+04  0.8412589E+04  0.8371225E+04  0.8326309E+04  0.8281344E+04  0.8233649E+04  0.8183667E+04  0.8137136E+04  0.8090919E+04  0.8048553E+04  0.8009740E+04  0.7974558E+04  0.7943447E+04  0.7915947E+04  0.7892092E+04  0.7870797E+04  0.7852188E+04  0.7835653E+04
  0.6300000E+04  0.8825138E+04  0.8820868E+04  0.8816803E+04  0.8815630E+04  0.8813365E+04  0.8812131E+04  0.8810404E+04  0.8809118E+04  0.8809461E+04  0.8808704E+04  0.8807603E+04  0.8805436E+04  0.8793460E+04  0.8795219E+04  0.8789539E+04  0.8784153E+04  0.8778840E+04  0.8769680E+04  0.8759381E+04  0.8745474E+04  0.8735073E+04  0.8711006E+04  0.8693740E+04  0.8666572E+04  0.8634254E+04  0.8598539E+04  0.8558460E+04  0.8516183E+04  0.8472251E+04  0.8423701E+04  0.8374273E+04  0.8327450E+04  0.8279481E+04  0.8234966E+04  0.8193329E+04  0.8154560E+04  0.8120846E+04  0.8090749E+04  0.8064327E+04  0.8041079E+04  0.8020552E+04
  0.6400000E+04  0.8958012E+04  0.8954939E+04  0.8952665E+04  0.8950553E+04  0.8950642E+04  0.8950911E+04  0.8952083E+04  0.8952558E+04  0.8952495E+04  0.8954214E+04  0.8955638E+04  0.8956659E+04  0.8956543E+04  0.8955835E+04  0.8955692E+04  0.8947689E+04  0.8942420E+04  0.8939890E+04  0.8932437E+04  0.8923491E+04  0.8912843E+04  0.8898692E+04  0.8887744E+04  0.8868638E+04  0.8841825E+04  0.8815877E+04  0.8778419E+04  0.8744975E+04  0.8703631E+04  0.8662179E+04  0.8614642E+04  0.8565275E+04  0.8516073E+04  0.8468745E+04  0.8421688E+04  0.8378017E+04  0.8336523E+04  0.8300255E+04  0.8267294E+04  0.8238467E+04  0.8213214E+04
  0.6500000E+04  0.9087004E+04  0.9085051E+04  0.9083906E+04  0.9082898E+04  0.9084242E+04  0.9084515E+04  0.9087558E+04  0.9090394E+04  0.9093076E+04  0.9095632E+04  0.9098325E+04  0.9100872E+04  0.9103976E+04  0.9106371E+04  0.9107491E+04  0.9107919E+04  0.9109140E+04  0.9100072E+04  0.9095223E+04  0.9094449E+04  0.9087041E+04  0.9078085E+04  0.9067107E+04  0.9059249E+04  0.9040580E+04  0.9018908E+04  0.8992755E+04  0.8961506E+04  0.8927767E+04  0.8889806E+04  0.8847822E+04  0.8801897E+04  0.8755467E+04  0.8705511E+04  0.8655988E+04  0.8608140E+04  0.8563014E+04  0.8520621E+04  0.8481042E+04  0.8445800E+04  0.8414903E+04
  0.6600000E+04  0.9214269E+04  0.9211459E+04  0.9211082E+04  0.9211984E+04  0.9212942E+04  0.9215366E+04  0.9218794E+04  0.9222529E+04  0.9227879E+04  0.9232328E+04  0.9236918E+04  0.9241787E+04  0.9245817E+04  0.9249970E+04  0.9255022E+04  0.9258187E+04  0.9260613E+04  0.9261956E+04  0.9263735E+04  0.9256799E+04  0.9249970E+04  0.9248749E+04  0.9242074E+04  0.9232347E+04  0.9220519E+04  0.9212399E+04  0.9193625E+04  0.9170697E+04  0.9140785E+04  0.9108202E+04  0.9072604E+04  0.9033115E+04  0.8991415E+04  0.8943780E+04  0.8894057E+04  0.8844301E+04  0.8795685E+04  0.8747582E+04  0.8704797E+04  0.8662941E+04  0.8625650E+04
  0.6700000E+04  0.9336984E+04  0.9336312E+04  0.9335247E+04  0.9336685E+04  0.9339412E+04  0.9343298E+04  0.9347027E+04  0.9351813E+04  0.9356444E+04  0.9362986E+04  0.9370723E+04  0.9377219E+04  0.9384048E+04  0.9390169E+04  0.9395946E+04  0.9402647E+04  0.9407773E+04  0.9412158E+04  0.9415312E+04  0.9417449E+04  0.9412874E+04  0.9395457E+04  0.9408347E+04  0.9404998E+04  0.9397938E+04  0.9394414E+04  0.9374885E+04  0.9365524E+04  0.9345195E+04  0.9320938E+04  0.9291670E+04  0.9257382E+04  0.9216416E+04  0.9174779E+04  0.9131612E+04  0.9082825E+04  0.9032799E+04  0.8982420E+04  0.8934644E+04  0.8888251E+04  0.8844690E+04
  0.6800000E+04  0.9458107E+04  0.9456755E+04  0.9457871E+04  0.9458448E+04  0.9461693E+04  0.9466188E+04  0.9471869E+04  0.9477564E+04  0.9484020E+04  0.9490462E+04  0.9498846E+04  0.9508340E+04  0.9516587E+04  0.9525327E+04  0.9533456E+04  0.9541343E+04  0.9548340E+04  0.9556325E+04  0.9562539E+04  0.9567819E+04  0.9571934E+04  0.9575553E+04  0.9585986E+04  0.9566872E+04  0.9566355E+04  0.9562233E+04  0.9554137E+04  0.9549447E+04  0.9528052E+04  0.9517986E+04  0.9496053E+04  0.9466945E+04  0.9436973E+04  0.9401876E+04  0.9358362E+04  0.9315915E+04  0.9269665E+04  0.9221210E+04  0.9170770E+04  0.9119995E+04  0.9072985E+04
  0.6900000E+04  0.9577037E+04  0.9576003E+04  0.9577554E+04  0.9579020E+04  0.9581233E+04  0.9586188E+04  0.9592402E+04  0.9599858E+04  0.9607301E+04  0.9615547E+04  0.9624513E+04  0.9633015E+04  0.9644813E+04  0.9655235E+04  0.9665823E+04  0.9675794E+04  0.9685416E+04  0.9694719E+04  0.9704467E+04  0.9712088E+04  0.9719676E+04  0.9725490E+04  0.9729955E+04  0.9733682E+04  0.9701808E+04  0.9734237E+04  0.9724420E+04  0.9718772E+04  0.9709476E+04  0.9704700E+04  0.9690076E+04  0.9669806E+04  0.9645604E+04  0.9613230E+04  0.9582268E+04  0.9499473E+04  0.9499568E+04  0.9454268E+04  0.9406390E+04  0.9356528E+04  0.9306893E+04
  0.7000000E+04  0.9694273E+04  0.9693342E+04  0.9695223E+04  0.9696891E+04  0.9699897E+04  0.9703642E+04  0.9710282E+04  0.9717101E+04  0.9727348E+04  0.9736447E+04  0.9746452E+04  0.9757237E+04  0.9768806E+04  0.9781025E+04  0.9792818E+04  0.9805577E+04  0.9817360E+04  0.9828893E+04  0.9840124E+04  0.9850619E+04  0.9861145E+04  0.9870438E+04  0.9878615E+04  0.9884504E+04  0.9889685E+04  0.9888557E+04  0.9897570E+04  0.9893483E+04  0.9835402E+04  0.9875632E+04  0.9874081E+04  0.9859518E+04  0.9843243E+04  0.9820591E+04  0.9791016E+04  0.9762049E+04  0.9726015E+04  0.9639414E+04  0.9638469E+04  0.9591471E+04  0.9542393E+04
  0.7100000E+04  0.9812414E+04  0.9811118E+04  0.9811315E+04  0.9812983E+04  0.9816074E+04  0.9820561E+04  0.9825787E+04  0.9834025E+04  0.9844218E+04  0.9854451E+04  0.9865218E+04  0.9876916E+04  0.9889823E+04  0.9902768E+04  0.9916106E+04  0.9930236E+04  0.9944745E+04  0.9958369E+04  0.9971852E+04  0.9984853E+04  0.9997062E+04  0.1000866E+05  0.1002020E+05  0.1003042E+05  0.1003901E+05  0.1004544E+05  0.1005073E+05  0.1001872E+05  0.1005465E+05  0.1005374E+05  0.1004238E+05  0.1003394E+05  0.1003022E+05  0.1001344E+05  0.9995273E+04  0.9970117E+04  0.9940490E+04  0.9906442E+04  0.9865287E+04  0.9822182E+04  0.9775950E+04
  0.7200000E+04  0.9928052E+04  0.9926444E+04  0.9926325E+04  0.9927774E+04  0.9930753E+04  0.9935203E+04  0.9941116E+04  0.9947769E+04  0.9957602E+04  0.9969977E+04  0.9981289E+04  0.9993694E+04  0.1000703E+05  0.1002166E+05  0.1003634E+05  0.1005189E+05  0.1006724E+05  0.1008325E+05  0.1009888E+05  0.1011397E+05  0.1012885E+05  0.1014314E+05  0.1015662E+05  0.1016915E+05  0.1018214E+05  0.1019214E+05  0.1020118E+05  0.1020782E+05  0.1021275E+05  0.1021661E+05  0.1021666E+05  0.1021385E+05  0.1020096E+05  0.1019906E+05  0.1018310E+05  0.1016737E+05  0.1014331E+05  0.1011788E+05  0.1008517E+05  0.1004875E+05  0.1000525E+05
  0.7300000E+04  0.1004348E+05  0.1004130E+05  0.1004073E+05  0.1004175E+05  0.1004438E+05  0.1004860E+05  0.1005437E+05  0.1006124E+05  0.1007088E+05  0.1008110E+05  0.1009511E+05  0.1010805E+05  0.1012199E+05  0.1013756E+05  0.1015325E+05  0.1016977E+05  0.1018624E+05  0.1020380E+05  0.1022167E+05  0.1023878E+05  0.1025597E+05  0.1027272E+05  0.1028877E+05  0.1030400E+05  0.1031843E+05  0.1033188E+05  0.1034476E+05  0.1035593E+05  0.1036500E+05  0.1037171E+05  0.1033809E+05  0.1037841E+05  0.1037837E+05  0.1037446E+05  0.1035974E+05  0.1035651E+05  0.1034043E+05  0.1031975E+05  0.1029549E+05  0.1026409E+05  0.1022911E+05
  0.7400000E+04  0.1015912E+05  0.1015624E+05  0.1015496E+05  0.1015538E+05  0.1015745E+05  0.1016122E+05  0.1016663E+05  0.1017368E+05  0.1018178E+05  0.1019294E+05  0.1020644E+05  0.1022025E+05  0.1023472E+05  0.1025023E+05  0.1026744E+05  0.1028476E+05  0.1030296E+05  0.1032092E+05  0.1034041E+05  0.1035990E+05  0.1037909E+05  0.1039783E+05  0.1041638E+05  0.1043409E+05  0.1045126E+05  0.1046763E+05  0.1048285E+05  0.1049685E+05  0.1051037E+05  0.1052136E+05  0.1053039E+05  0.1053708E+05  0.1054163E+05  0.1054176E+05  0.1054024E+05  0.1053483E+05  0.1052682E+05  0.1050880E+05  0.1049324E+05  0.1046833E+05  0.1044265E+05
  0.7500000E+04  0.1027549E+05  0.1027168E+05  0.1026955E+05  0.1026914E+05  0.1027044E+05  0.1027353E+05  0.1027837E+05  0.1028495E+05  0.1029286E+05  0.1030359E+05  0.1031524E+05  0.1033080E+05  0.1034553E+05  0.1036144E+05  0.1037923E+05  0.1039741E+05  0.1041638E+05  0.1043595E+05  0.1045548E+05  0.1047752E+05  0.1049825E+05  0.1051917E+05  0.1053961E+05  0.1055969E+05  0.1057958E+05  0.1059855E+05  0.1061668E+05  0.1063368E+05  0.1064965E+05  0.1066511E+05  0.1067778E+05  0.1068873E+05  0.1069704E+05  0.1070282E+05  0.1070554E+05  0.1070729E+05  0.1070376E+05  0.1069269E+05  0.1068510E+05  0.1066875E+05  0.1064467E+05
  0.7600000E+04  0.1039302E+05  0.1038807E+05  0.1038487E+05  0.1038343E+05  0.1038379E+05  0.1038598E+05  0.1039005E+05  0.1039593E+05  0.1040350E+05  0.1041348E+05  0.1042480E+05  0.1043957E+05  0.1045491E+05  0.1047108E+05  0.1048849E+05  0.1050774E+05  0.1052734E+05  0.1054818E+05  0.1056936E+05  0.1059055E+05  0.1061430E+05  0.1063650E+05  0.1065895E+05  0.1068152E+05  0.1070364E+05  0.1072512E+05  0.1074598E+05  0.1076580E+05  0.1078481E+05  0.1080329E+05  0.1081960E+05  0.1083540E+05  0.1084807E+05  0.1085860E+05  0.1086609E+05  0.1087141E+05  0.1083902E+05  0.1087173E+05  0.1086553E+05  0.1085854E+05  0.1084314E+05
  0.7700000E+04  0.1051223E+05  0.1050594E+05  0.1050144E+05  0.1049878E+05  0.1049793E+05  0.1049907E+05  0.1050210E+05  0.1050707E+05  0.1051399E+05  0.1052247E+05  0.1053388E+05  0.1054646E+05  0.1056328E+05  0.1057942E+05  0.1059702E+05  0.1061660E+05  0.1063668E+05  0.1065785E+05  0.1068029E+05  0.1070310E+05  0.1072700E+05  0.1075140E+05  0.1077528E+05  0.1079986E+05  0.1082429E+05  0.1084788E+05  0.1087141E+05  0.1089408E+05  0.1091594E+05  0.1093663E+05  0.1095632E+05  0.1097454E+05  0.1099108E+05  0.1100826E+05  0.1098210E+05  0.1103201E+05  0.1100329E+05  0.1100995E+05  0.1104408E+05  0.1104391E+05  0.1103697E+05
  0.7800000E+04  0.1063426E+05  0.1062647E+05  0.1062046E+05  0.1061636E+05  0.1061416E+05  0.1061323E+05  0.1061501E+05  0.1061886E+05  0.1062472E+05  0.1063251E+05  0.1064286E+05  0.1065479E+05  0.1066970E+05  0.1068694E+05  0.1070444E+05  0.1072345E+05  0.1074449E+05  0.1076610E+05  0.1078882E+05  0.1081286E+05  0.1083710E+05  0.1086311E+05  0.1088922E+05  0.1091484E+05  0.1094115E+05  0.1096713E+05  0.1099230E+05  0.1102025E+05  0.1104504E+05  0.1106819E+05  0.1109110E+05  0.1111296E+05  0.1113320E+05  0.1115154E+05  0.1116977E+05  0.1118454E+05  0.1115846E+05  0.1120406E+05  0.1121287E+05  0.1121391E+05  0.1121170E+05
  0.7900000E+04  0.1076084E+05  0.1074882E+05  0.1074109E+05  0.1073528E+05  0.1073156E+05  0.1072965E+05  0.1072998E+05  0.1073239E+05  0.1073700E+05  0.1074319E+05  0.1075220E+05  0.1076327E+05  0.1077738E+05  0.1079410E+05  0.1081123E+05  0.1083007E+05  0.1085065E+05  0.1087317E+05  0.1089631E+05  0.1092099E+05  0.1094625E+05  0.1097179E+05  0.1099948E+05  0.1102852E+05  0.1105592E+05  0.1108410E+05  0.1111197E+05  0.1113960E+05  0.1116648E+05  0.1119291E+05  0.1122448E+05  0.1124983E+05  0.1127442E+05  0.1131373E+05  0.1133433E+05  0.1133859E+05  0.1135663E+05  0.1137189E+05  0.1138441E+05  0.1139667E+05  0.1140335E+05
  0.8000000E+04  0.1088859E+05  0.1087678E+05  0.1086449E+05  0.1085669E+05  0.1085108E+05  0.1084743E+05  0.1084606E+05  0.1084682E+05  0.1085092E+05  0.1085525E+05  0.1086241E+05  0.1087308E+05  0.1088545E+05  0.1089989E+05  0.1091794E+05  0.1093635E+05  0.1095656E+05  0.1097910E+05  0.1100261E+05  0.1102771E+05  0.1105347E+05  0.1108042E+05  0.1110820E+05  0.1113841E+05  0.1116727E+05  0.1119979E+05  0.1122952E+05  0.1125944E+05  0.1128914E+05  0.1131868E+05  0.1134755E+05  0.1137575E+05  0.1140333E+05  0.1142959E+05  0.1146055E+05  0.1148419E+05  0.1145235E+05  0.1147451E+05  0.1154434E+05  0.1155996E+05  0.1157128E+05
  0.8100000E+04  0.1098865E+05  0.1097561E+05  0.1096460E+05  0.1095570E+05  0.1094875E+05  0.1094410E+05  0.1094166E+05  0.1094192E+05  0.1094484E+05  0.1095090E+05  0.1095850E+05  0.1096857E+05  0.1098105E+05  0.1099688E+05  0.1101525E+05  0.1103562E+05  0.1105700E+05  0.1108031E+05  0.1110463E+05  0.1113098E+05  0.1115914E+05  0.1118695E+05  0.1121701E+05  0.1124754E+05  0.1127847E+05  0.1130984E+05  0.1134109E+05  0.1137283E+05  0.1140465E+05  0.1144020E+05  0.1147180E+05  0.1150322E+05  0.1153353E+05  0.1156327E+05  0.1159190E+05  0.1161925E+05  0.1164532E+05  0.1166980E+05  0.1161963E+05  0.1163945E+05  0.1164957E+05
  0.8200000E+04  0.1112434E+05  0.1110819E+05  0.1109439E+05  0.1108289E+05  0.1107337E+05  0.1106640E+05  0.1106175E+05  0.1105995E+05  0.1106111E+05  0.1106498E+05  0.1107087E+05  0.1107945E+05  0.1109048E+05  0.1110513E+05  0.1112252E+05  0.1114221E+05  0.1116311E+05  0.1118571E+05  0.1121018E+05  0.1123587E+05  0.1126419E+05  0.1129256E+05  0.1132171E+05  0.1135441E+05  0.1138719E+05  0.1142004E+05  0.1145334E+05  0.1148682E+05  0.1152074E+05  0.1155417E+05  0.1158819E+05  0.1162441E+05  0.1165773E+05  0.1169092E+05  0.1172303E+05  0.1175403E+05  0.1178370E+05  0.1181228E+05  0.1181335E+05  0.1184281E+05  0.1186446E+05
  0.8300000E+04  0.1126547E+05  0.1124547E+05  0.1122887E+05  0.1121431E+05  0.1120203E+05  0.1119239E+05  0.1118524E+05  0.1118110E+05  0.1118030E+05  0.1118159E+05  0.1118550E+05  0.1119227E+05  0.1120162E+05  0.1121483E+05  0.1123097E+05  0.1124939E+05  0.1126911E+05  0.1129053E+05  0.1131553E+05  0.1134026E+05  0.1136985E+05  0.1139790E+05  0.1142876E+05  0.1146006E+05  0.1149228E+05  0.1152700E+05  0.1156167E+05  0.1159816E+05  0.1163282E+05  0.1166810E+05  0.1170422E+05  0.1173964E+05  0.1177554E+05  0.1181099E+05  0.1184587E+05  0.1188008E+05  0.1191302E+05  0.1194990E+05  0.1198447E+05  0.1201394E+05  0.1203938E+05
  0.8400000E+04  0.1141486E+05  0.1138990E+05  0.1136877E+05  0.1135115E+05  0.1133553E+05  0.1132278E+05  0.1131275E+05  0.1130627E+05  0.1130211E+05  0.1130094E+05  0.1130253E+05  0.1130714E+05  0.1131448E+05  0.1132632E+05  0.1134069E+05  0.1135820E+05  0.1137671E+05  0.1139812E+05  0.1142053E+05  0.1144648E+05  0.1147316E+05  0.1150264E+05  0.1153473E+05  0.1156485E+05  0.1159788E+05  0.1163236E+05  0.1166678E+05  0.1170375E+05  0.1173981E+05  0.1177668E+05  0.1181491E+05  0.1185534E+05  0.1189340E+05  0.1193159E+05  0.1196886E+05  0.1200597E+05  0.1204245E+05  0.1207766E+05  0.1207773E+05  0.1211277E+05  0.1210013E+05
  0.8500000E+04  0.1157358E+05  0.1154265E+05  0.1151610E+05  0.1149363E+05  0.1147467E+05  0.1145833E+05  0.1144498E+05  0.1143497E+05  0.1142820E+05  0.1142423E+05  0.1142323E+05  0.1142546E+05  0.1143059E+05  0.1144003E+05  0.1145327E+05  0.1146843E+05  0.1148581E+05  0.1150572E+05  0.1152692E+05  0.1155090E+05  0.1157870E+05  0.1160681E+05  0.1163694E+05  0.1166931E+05  0.1170263E+05  0.1173599E+05  0.1177337E+05  0.1181173E+05  0.1184782E+05  0.1188702E+05  0.1192580E+05  0.1196618E+05  0.1200543E+05  0.1204510E+05  0.1208689E+05  0.1212719E+05  0.1216660E+05  0.1220539E+05  0.1224361E+05  0.1228105E+05  0.1229635E+05
