#Table Version   5                                                                                                                                                                                                                                              
#[Z/Z_SOLAR]= 0.00 [A/Fe]= 0.0          | VALID RANGE: 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381              
#Teff(K)| Pgas@  log g = 5.50   log g = 5.60   log g = 5.70   log g = 5.80   log g = 5.90   log g = 6.00   log g = 6.10   log g = 6.20   log g = 6.30   log g = 6.40   log g = 6.50   log g = 6.60   log g = 6.70   log g = 6.80   log g = 6.90   log g = 7.00   log g = 7.10   log g = 7.20   log g = 7.30   log g = 7.40   log g = 7.50   log g = 7.60   log g = 7.70   log g = 7.80   log g = 7.90   log g = 8.00   log g = 8.10   log g = 8.20   log g = 8.30   log g = 8.40   log g = 8.50   log g = 8.60   log g = 8.70   log g = 8.80   log g = 8.90   log g = 9.00   log g = 9.10   log g = 9.20   log g = 9.30   log g = 9.40   log g = 9.50 
  0.3980000E+05  0.2055321E+07  0.2357530E+07  0.2698633E+07  0.3083189E+07  0.3517908E+07  0.4002754E+07  0.4555177E+07  0.5171114E+07  0.5863631E+07  0.6640634E+07  0.7518916E+07  0.8508155E+07  0.9609483E+07  0.1086237E+08  0.1226247E+08  0.1382018E+08  0.1559681E+08  0.1758387E+08  0.1981369E+08  0.2231677E+08  0.2513143E+08  0.2827340E+08  0.3182204E+08  0.3584769E+08  0.4027506E+08  0.4526451E+08  0.5089211E+08  0.5723700E+08  0.6436770E+08  0.7234299E+08  0.8128339E+08  0.9137249E+08  0.1026404E+09  0.1153779E+09  0.1295934E+09  0.1455740E+09  0.1634856E+09  0.1835335E+09  0.2062716E+09  0.2316753E+09  0.2604287E+09
  0.3990000E+05  0.2069751E+07  0.2374394E+07  0.2718183E+07  0.3104505E+07  0.3542650E+07  0.4032759E+07  0.4589729E+07  0.5208003E+07  0.5908998E+07  0.6692137E+07  0.7585171E+07  0.8575272E+07  0.9698612E+07  0.1094963E+08  0.1236071E+08  0.1393639E+08  0.1572227E+08  0.1771649E+08  0.1996432E+08  0.2249951E+08  0.2533903E+08  0.2849096E+08  0.3207628E+08  0.3610424E+08  0.4060594E+08  0.4564107E+08  0.5131053E+08  0.5767722E+08  0.6490090E+08  0.7294527E+08  0.8201639E+08  0.9212049E+08  0.1034923E+09  0.1162380E+09  0.1306722E+09  0.1467200E+09  0.1648456E+09  0.1850530E+09  0.2080216E+09  0.2337177E+09  0.2624116E+09
  0.4000000E+05  0.2084226E+07  0.2388643E+07  0.2737911E+07  0.3128323E+07  0.3569029E+07  0.4065415E+07  0.4622385E+07  0.5249983E+07  0.5955023E+07  0.6744666E+07  0.7639935E+07  0.8642640E+07  0.9766035E+07  0.1103099E+08  0.1247093E+08  0.1405957E+08  0.1584805E+08  0.1787391E+08  0.2014182E+08  0.2268575E+08  0.2554598E+08  0.2874611E+08  0.3236963E+08  0.3643007E+08  0.4095106E+08  0.4599912E+08  0.5173586E+08  0.5815869E+08  0.6539445E+08  0.7350199E+08  0.8262814E+08  0.9287981E+08  0.1042904E+09  0.1171585E+09  0.1316584E+09  0.1478668E+09  0.1661349E+09  0.1866436E+09  0.2096186E+09  0.2355394E+09  0.2645936E+09
#Teff(K)|    T@  log g = 5.50   log g = 5.60   log g = 5.70   log g = 5.80   log g = 5.90   log g = 6.00   log g = 6.10   log g = 6.20   log g = 6.30   log g = 6.40   log g = 6.50   log g = 6.60   log g = 6.70   log g = 6.80   log g = 6.90   log g = 7.00   log g = 7.10   log g = 7.20   log g = 7.30   log g = 7.40   log g = 7.50   log g = 7.60   log g = 7.70   log g = 7.80   log g = 7.90   log g = 8.00   log g = 8.10   log g = 8.20   log g = 8.30   log g = 8.40   log g = 8.50   log g = 8.60   log g = 8.70   log g = 8.80   log g = 8.90   log g = 9.00   log g = 9.10   log g = 9.20   log g = 9.30   log g = 9.40   log g = 9.50 
  0.2000000E+04  0.3558807E+04  0.3565507E+04  0.3572810E+04  0.3581269E+04  0.3586229E+04  0.3589778E+04  0.3593319E+04  0.3601611E+04  0.3606358E+04  0.3613957E+04  0.3623779E+04  0.3631469E+04  0.3638037E+04  0.3643950E+04  0.3648749E+04  0.3650920E+04  0.3657326E+04  0.3657838E+04  0.3663688E+04  0.3667188E+04  0.3670402E+04  0.3667324E+04  0.3663706E+04  0.3665113E+04  0.3670138E+04  0.3672484E+04  0.3664813E+04  0.3661857E+04  0.3663930E+04  0.3663274E+04  0.3653641E+04  0.3659817E+04  0.3650997E+04  0.3653912E+04  0.3629668E+04  0.3645058E+04  0.3651015E+04  0.3620077E+04  0.3607927E+04  0.3624123E+04  0.3610666E+04
  0.2100000E+04  0.3609944E+04  0.3618604E+04  0.3627647E+04  0.3631160E+04  0.3641972E+04  0.3648143E+04  0.3648698E+04  0.3663629E+04  0.3664655E+04  0.3675464E+04  0.3674846E+04  0.3689545E+04  0.3697512E+04  0.3700435E+04  0.3710829E+04  0.3714519E+04  0.3719076E+04  0.3726704E+04  0.3727789E+04  0.3730097E+04  0.3730507E+04  0.3733631E+04  0.3738223E+04  0.3740377E+04  0.3739748E+04  0.3735906E+04  0.3742105E+04  0.3734897E+04  0.3736447E+04  0.3731675E+04  0.3727979E+04  0.3730638E+04  0.3727211E+04  0.3715244E+04  0.3717269E+04  0.3723594E+04  0.3700520E+04  0.3696684E+04  0.3706686E+04  0.3690955E+04  0.3689261E+04
  0.2200000E+04  0.3658175E+04  0.3662941E+04  0.3671849E+04  0.3678891E+04  0.3691132E+04  0.3694792E+04  0.3698566E+04  0.3704107E+04  0.3717250E+04  0.3726712E+04  0.3733142E+04  0.3735058E+04  0.3753232E+04  0.3758099E+04  0.3763579E+04  0.3772166E+04  0.3780538E+04  0.3781926E+04  0.3787762E+04  0.3792662E+04  0.3796814E+04  0.3800388E+04  0.3799298E+04  0.3801137E+04  0.3801179E+04  0.3804982E+04  0.3807228E+04  0.3807369E+04  0.3800054E+04  0.3798295E+04  0.3801346E+04  0.3798154E+04  0.3785607E+04  0.3794233E+04  0.3794187E+04  0.3779491E+04  0.3778920E+04  0.3780024E+04  0.3785724E+04  0.3759020E+04  0.3769568E+04
  0.2300000E+04  0.3703285E+04  0.3708970E+04  0.3719351E+04  0.3726641E+04  0.3737883E+04  0.3745317E+04  0.3751254E+04  0.3753397E+04  0.3764380E+04  0.3772290E+04  0.3778145E+04  0.3783654E+04  0.3793774E+04  0.3797676E+04  0.3814941E+04  0.3821253E+04  0.3830634E+04  0.3841586E+04  0.3849897E+04  0.3852431E+04  0.3857299E+04  0.3857060E+04  0.3861912E+04  0.3867036E+04  0.3869117E+04  0.3871125E+04  0.3868192E+04  0.3869303E+04  0.3868730E+04  0.3871842E+04  0.3868115E+04  0.3859147E+04  0.3867856E+04  0.3866406E+04  0.3862522E+04  0.3848596E+04  0.3856474E+04  0.3856917E+04  0.3848873E+04  0.3833891E+04  0.3851622E+04
  0.2400000E+04  0.3745759E+04  0.3753926E+04  0.3761976E+04  0.3772064E+04  0.3785918E+04  0.3791976E+04  0.3800054E+04  0.3802821E+04  0.3815624E+04  0.3825990E+04  0.3827261E+04  0.3832895E+04  0.3843815E+04  0.3853220E+04  0.3866197E+04  0.3874987E+04  0.3885588E+04  0.3889814E+04  0.3897461E+04  0.3905400E+04  0.3911630E+04  0.3917577E+04  0.3920081E+04  0.3924278E+04  0.3928573E+04  0.3929807E+04  0.3934034E+04  0.3936163E+04  0.3936560E+04  0.3933719E+04  0.3929599E+04  0.3933109E+04  0.3933094E+04  0.3928027E+04  0.3917886E+04  0.3923732E+04  0.3926715E+04  0.3912565E+04  0.3907260E+04  0.3915720E+04  0.3910887E+04
  0.2500000E+04  0.3787686E+04  0.3794939E+04  0.3806942E+04  0.3812569E+04  0.3823795E+04  0.3833450E+04  0.3841693E+04  0.3851491E+04  0.3854851E+04  0.3870645E+04  0.3879403E+04  0.3888421E+04  0.3899016E+04  0.3901985E+04  0.3914006E+04  0.3926476E+04  0.3929752E+04  0.3939167E+04  0.3951646E+04  0.3959906E+04  0.3966425E+04  0.3971383E+04  0.3977245E+04  0.3982649E+04  0.3989537E+04  0.3992004E+04  0.3996237E+04  0.3998460E+04  0.3996225E+04  0.3997385E+04  0.3998412E+04  0.4000316E+04  0.3996461E+04  0.3990818E+04  0.3989134E+04  0.3995183E+04  0.3986526E+04  0.3980153E+04  0.3983123E+04  0.3988309E+04  0.3969568E+04
  0.2600000E+04  0.3830147E+04  0.3836281E+04  0.3847406E+04  0.3861549E+04  0.3867910E+04  0.3878565E+04  0.3888336E+04  0.3899387E+04  0.3875336E+04  0.3908858E+04  0.3925259E+04  0.3923799E+04  0.3944717E+04  0.3953721E+04  0.3968965E+04  0.3971609E+04  0.3984868E+04  0.3994843E+04  0.4002685E+04  0.4006725E+04  0.4015461E+04  0.4024297E+04  0.4033253E+04  0.4040366E+04  0.4044307E+04  0.4048771E+04  0.4052712E+04  0.4056199E+04  0.4059246E+04  0.4063352E+04  0.4065856E+04  0.4061707E+04  0.4057903E+04  0.4057249E+04  0.4061512E+04  0.4055140E+04  0.4049690E+04  0.4047451E+04  0.4054398E+04  0.4043523E+04  0.4038750E+04
  0.2700000E+04  0.3870700E+04  0.3880171E+04  0.3891868E+04  0.3899367E+04  0.3911763E+04  0.3920873E+04  0.3934057E+04  0.3941413E+04  0.3953302E+04  0.3950982E+04  0.3964601E+04  0.3973671E+04  0.3989334E+04  0.3997261E+04  0.4006429E+04  0.4014940E+04  0.4028203E+04  0.4035835E+04  0.4049200E+04  0.4061288E+04  0.4067308E+04  0.4077440E+04  0.4088799E+04  0.4095809E+04  0.4097784E+04  0.4104674E+04  0.4112003E+04  0.4118649E+04  0.4121455E+04  0.4121377E+04  0.4121983E+04  0.4124139E+04  0.4128629E+04  0.4126222E+04  0.4123063E+04  0.4119415E+04  0.4119366E+04  0.4120124E+04  0.4114121E+04  0.4109376E+04  0.4112414E+04
  0.2800000E+04  0.3911951E+04  0.3924038E+04  0.3934946E+04  0.3951291E+04  0.3955758E+04  0.3964554E+04  0.3974028E+04  0.3983255E+04  0.3996086E+04  0.4011540E+04  0.4006449E+04  0.4025066E+04  0.4025110E+04  0.4047552E+04  0.4056613E+04  0.4062645E+04  0.4070294E+04  0.4087246E+04  0.4098714E+04  0.4110301E+04  0.4117752E+04  0.4125129E+04  0.4132358E+04  0.4143141E+04  0.4154405E+04  0.4161157E+04  0.4171915E+04  0.4173142E+04  0.4180941E+04  0.4179741E+04  0.4185228E+04  0.4186957E+04  0.4186183E+04  0.4187623E+04  0.4185948E+04  0.4188469E+04  0.4186652E+04  0.4180991E+04  0.4178241E+04  0.4182245E+04  0.4180778E+04
  0.2900000E+04  0.3956312E+04  0.3966358E+04  0.3976740E+04  0.3986610E+04  0.4001204E+04  0.4010481E+04  0.4018534E+04  0.4030326E+04  0.4042067E+04  0.4057777E+04  0.4055331E+04  0.4064523E+04  0.4070205E+04  0.4086665E+04  0.4100387E+04  0.4104850E+04  0.4121369E+04  0.4133255E+04  0.4149730E+04  0.4154301E+04  0.4170560E+04  0.4177434E+04  0.4187313E+04  0.4202553E+04  0.4205332E+04  0.4214565E+04  0.4223450E+04  0.4233683E+04  0.4235190E+04  0.4243491E+04  0.4244815E+04  0.4244819E+04  0.4250932E+04  0.4250707E+04  0.4253118E+04  0.4254887E+04  0.4248671E+04  0.4251897E+04  0.4247843E+04  0.4246012E+04  0.4240967E+04
  0.3000000E+04  0.4000388E+04  0.4010706E+04  0.4023649E+04  0.4032483E+04  0.4044154E+04  0.4054723E+04  0.4065982E+04  0.4082262E+04  0.4089085E+04  0.4099460E+04  0.4113323E+04  0.4111242E+04  0.4124106E+04  0.4128501E+04  0.4147963E+04  0.4158836E+04  0.4174211E+04  0.4178926E+04  0.4193532E+04  0.4205614E+04  0.4217980E+04  0.4215783E+04  0.4237436E+04  0.4254164E+04  0.4260294E+04  0.4266869E+04  0.4277066E+04  0.4284168E+04  0.4294191E+04  0.4299171E+04  0.4304553E+04  0.4309140E+04  0.4308364E+04  0.4315630E+04  0.4315910E+04  0.4316450E+04  0.4317408E+04  0.4317810E+04  0.4315384E+04  0.4309683E+04  0.4309230E+04
  0.3100000E+04  0.4049459E+04  0.4059197E+04  0.4071096E+04  0.4080577E+04  0.4093094E+04  0.4103738E+04  0.4114195E+04  0.4125715E+04  0.4142064E+04  0.4148062E+04  0.4161565E+04  0.4174215E+04  0.4170193E+04  0.4186526E+04  0.4199751E+04  0.4214868E+04  0.4219511E+04  0.4230602E+04  0.4246862E+04  0.4255432E+04  0.4267078E+04  0.4280147E+04  0.4288548E+04  0.4294681E+04  0.4308597E+04  0.4323664E+04  0.4330462E+04  0.4338438E+04  0.4346571E+04  0.4358244E+04  0.4361309E+04  0.4367716E+04  0.4374181E+04  0.4378956E+04  0.4376329E+04  0.4386029E+04  0.4380883E+04  0.4380392E+04  0.4380703E+04  0.4379836E+04  0.4377161E+04
  0.3200000E+04  0.4100542E+04  0.4109722E+04  0.4121220E+04  0.4131131E+04  0.4143009E+04  0.4153604E+04  0.4168146E+04  0.4177815E+04  0.4186551E+04  0.4201620E+04  0.4211641E+04  0.4222238E+04  0.4234280E+04  0.4233475E+04  0.4214404E+04  0.4246743E+04  0.4277575E+04  0.4282099E+04  0.4296696E+04  0.4312955E+04  0.4320475E+04  0.4333542E+04  0.4345350E+04  0.4354297E+04  0.4363399E+04  0.4377012E+04  0.4384573E+04  0.4394740E+04  0.4407269E+04  0.4416698E+04  0.4422098E+04  0.4421833E+04  0.4436977E+04  0.4443562E+04  0.4440732E+04  0.4444828E+04  0.4447812E+04  0.4450330E+04  0.4449863E+04  0.4447834E+04  0.4446402E+04
  0.3300000E+04  0.4149373E+04  0.4158853E+04  0.4171073E+04  0.4181003E+04  0.4191838E+04  0.4206813E+04  0.4216263E+04  0.4229418E+04  0.4237025E+04  0.4250244E+04  0.4264527E+04  0.4274035E+04  0.4287125E+04  0.4299163E+04  0.4292710E+04  0.4293874E+04  0.4318185E+04  0.4339548E+04  0.4348484E+04  0.4362688E+04  0.4375152E+04  0.4390224E+04  0.4406895E+04  0.4409204E+04  0.4420396E+04  0.4429325E+04  0.4442815E+04  0.4454097E+04  0.4453455E+04  0.4477054E+04  0.4484403E+04  0.4491381E+04  0.4502745E+04  0.4503966E+04  0.4509108E+04  0.4508999E+04  0.4517209E+04  0.4517674E+04  0.4519088E+04  0.4518510E+04  0.4519296E+04
  0.3400000E+04  0.4208365E+04  0.4217415E+04  0.4227413E+04  0.4237567E+04  0.4249028E+04  0.4259012E+04  0.4268815E+04  0.4281200E+04  0.4296017E+04  0.4308007E+04  0.4319831E+04  0.4329271E+04  0.4341502E+04  0.4352939E+04  0.4368035E+04  0.4341532E+04  0.6434449E+04  0.4361292E+04  0.4404168E+04  0.4418173E+04  0.4431833E+04  0.4442811E+04  0.4455634E+04  0.4465317E+04  0.4479517E+04  0.4491368E+04  0.4508738E+04  0.4510736E+04  0.4524786E+04  0.4535318E+04  0.4543989E+04  0.4550037E+04  0.4560696E+04  0.4567606E+04  0.4575012E+04  0.4579955E+04  0.4581907E+04  0.4582072E+04  0.4588872E+04  0.4588757E+04  0.4590121E+04
  0.3500000E+04  0.4271851E+04  0.4283598E+04  0.4290509E+04  0.4300044E+04  0.4309881E+04  0.4320440E+04  0.4329925E+04  0.4342227E+04  0.4352643E+04  0.4363316E+04  0.4376622E+04  0.4387393E+04  0.4398974E+04  0.4413828E+04  0.4423850E+04  0.4437536E+04  0.4432250E+04  0.4476235E+04  0.4446500E+04  0.4475881E+04  0.4488615E+04  0.4500652E+04  0.4510104E+04  0.4526673E+04  0.4544203E+04  0.4550778E+04  0.4563844E+04  0.4582054E+04  0.4581426E+04  0.4590993E+04  0.4609504E+04  0.4621911E+04  0.4624778E+04  0.4631850E+04  0.4631646E+04  0.4643713E+04  0.4652275E+04  0.4654038E+04  0.4661141E+04  0.4663211E+04  0.4664363E+04
  0.3600000E+04  0.4346675E+04  0.4353113E+04  0.4360119E+04  0.4367869E+04  0.4376215E+04  0.4388385E+04  0.4395733E+04  0.4408988E+04  0.4419035E+04  0.4427045E+04  0.4444028E+04  0.4449623E+04  0.4461037E+04  0.4472342E+04  0.4485273E+04  0.4503074E+04  0.4510122E+04  0.4521516E+04  0.2039469E+04  0.4538490E+04  0.4546462E+04  0.4558973E+04  0.4572515E+04  0.4583341E+04  0.4596193E+04  0.4610034E+04  0.4621190E+04  0.4638125E+04  0.4648187E+04  0.4660535E+04  0.4671323E+04  0.4684510E+04  0.4683882E+04  0.4693100E+04  0.4711307E+04  0.4718450E+04  0.4724498E+04  0.4729149E+04  0.4736869E+04  0.4732636E+04  0.4736902E+04
  0.3700000E+04  0.4438135E+04  0.4442362E+04  0.4449872E+04  0.4455798E+04  0.4456587E+04  0.4464750E+04  0.4474977E+04  0.4483681E+04  0.4495700E+04  0.4501498E+04  0.4509446E+04  0.4520381E+04  0.4532947E+04  0.4584946E+04  0.4562115E+04  0.4566264E+04  0.4583460E+04  0.4589120E+04  0.4609334E+04  0.4601978E+04  0.4617462E+04  0.4635835E+04  0.4646751E+04  0.4660675E+04  0.4679088E+04  0.4672743E+04  0.4690697E+04  0.4698307E+04  0.4717379E+04  0.4723723E+04  0.4738129E+04  0.4746034E+04  0.4758380E+04  0.4761341E+04  0.4771617E+04  0.4782767E+04  0.4794811E+04  0.4798874E+04  0.4802791E+04  0.4809029E+04  0.4814717E+04
  0.3800000E+04  0.4534547E+04  0.4535536E+04  0.4537137E+04  0.4542694E+04  0.4545289E+04  0.4551361E+04  0.4554949E+04  0.4567022E+04  0.4569361E+04  0.4588891E+04  0.4586266E+04  0.4617444E+04  0.4605044E+04  0.4617158E+04  0.4626878E+04  0.4647188E+04  0.4649972E+04  0.4661453E+04  0.4673374E+04  0.4684988E+04  0.4689572E+04  0.4709305E+04  0.5603219E+04  0.4728161E+04  0.4735391E+04  0.4745284E+04  0.4754451E+04  0.4766524E+04  0.4777213E+04  0.4795559E+04  0.4810852E+04  0.4815478E+04  0.4827034E+04  0.4834885E+04  0.4850303E+04  0.4858867E+04  0.4866754E+04  0.4872968E+04  0.4878380E+04  0.4886026E+04  0.4890425E+04
  0.3900000E+04  0.4642042E+04  0.4640246E+04  0.4644935E+04  0.4639670E+04  0.4641754E+04  0.4645775E+04  0.4650763E+04  0.4654671E+04  0.4659319E+04  0.4667783E+04  0.4682955E+04  0.4683596E+04  0.4685939E+04  0.4699990E+04  0.4706894E+04  0.4718837E+04  0.4723983E+04  0.4736115E+04  0.4750260E+04  0.4759689E+04  0.4775990E+04  0.4783939E+04  0.6417369E+04  0.4790545E+04  0.4795722E+04  0.4809448E+04  0.4826267E+04  0.4833521E+04  0.4849945E+04  0.4859285E+04  0.4873158E+04  0.4886739E+04  0.4892705E+04  0.4909712E+04  0.4922341E+04  0.4932990E+04  0.4940183E+04  0.4949662E+04  0.4963228E+04  0.4961402E+04  0.4967995E+04
  0.4000000E+04  0.4759027E+04  0.4754584E+04  0.4750811E+04  0.4748251E+04  0.4747330E+04  0.4749500E+04  0.4752094E+04  0.4754047E+04  0.4756377E+04  0.4765990E+04  0.4766081E+04  0.4771541E+04  0.4778508E+04  0.4838077E+04  0.4794845E+04  0.4804156E+04  0.4810631E+04  0.4820334E+04  0.4828483E+04  0.4844162E+04  0.4849460E+04  0.4867095E+04  0.4875995E+04  0.4884214E+04  0.4888250E+04  0.4882358E+04  0.4858099E+04  0.4909555E+04  0.4925379E+04  0.4936069E+04  0.4949063E+04  0.4959750E+04  0.4969391E+04  0.4982622E+04  0.4998277E+04  0.5004914E+04  0.5016163E+04  0.5025964E+04  0.5035301E+04  0.5043212E+04  0.5047799E+04
  0.4100000E+04  0.4882783E+04  0.4875425E+04  0.4871477E+04  0.4865475E+04  0.4863373E+04  0.4862299E+04  0.4861934E+04  0.4860660E+04  0.4863471E+04  0.4865188E+04  0.4867845E+04  0.4871171E+04  0.4876220E+04  0.4880654E+04  0.4886842E+04  0.4893884E+04  0.4901167E+04  0.4909123E+04  0.4918233E+04  0.4926862E+04  0.4936010E+04  0.4950667E+04  0.4958649E+04  0.4967364E+04  0.4982567E+04  0.4956373E+04  0.4955922E+04  0.4967140E+04  0.5010643E+04  0.5016248E+04  0.5027336E+04  0.5040908E+04  0.5050339E+04  0.5061163E+04  0.5072036E+04  0.5083674E+04  0.5095660E+04  0.5109831E+04  0.5115020E+04  0.5125598E+04  0.5135500E+04
  0.4200000E+04  0.5017277E+04  0.5007367E+04  0.4998172E+04  0.4991559E+04  0.4987717E+04  0.4983664E+04  0.4979867E+04  0.4976935E+04  0.4976517E+04  0.4977458E+04  0.4978364E+04  0.4980261E+04  0.4981277E+04  0.4984197E+04  0.4989463E+04  0.4994810E+04  0.4999902E+04  0.5005720E+04  0.5013264E+04  0.5020172E+04  0.5027970E+04  0.5036968E+04  0.5050096E+04  0.5065573E+04  0.5065943E+04  0.5076537E+04  0.5082820E+04  0.5076775E+04  0.5102626E+04  0.5095085E+04  0.5107103E+04  0.5120946E+04  0.5130573E+04  0.5144531E+04  0.5154686E+04  0.5167310E+04  0.5181037E+04  0.5189334E+04  0.5205352E+04  0.5215596E+04  0.5220683E+04
  0.4300000E+04  0.5161965E+04  0.5147521E+04  0.5135685E+04  0.5126198E+04  0.5117926E+04  0.5106173E+04  0.5106561E+04  0.5099973E+04  0.5098357E+04  0.5096634E+04  0.5095951E+04  0.5094234E+04  0.5094173E+04  0.5096950E+04  0.5099820E+04  0.5103019E+04  0.5106398E+04  0.5110597E+04  0.5116365E+04  0.5121889E+04  0.5127946E+04  0.5135521E+04  0.5142855E+04  0.5150585E+04  0.5159121E+04  0.5168302E+04  0.5181773E+04  0.5188835E+04  0.5201423E+04  0.5199021E+04  0.5202011E+04  0.5226732E+04  0.5241393E+04  0.5246941E+04  0.5258329E+04  0.5270748E+04  0.5281802E+04  0.5297480E+04  0.5306419E+04  0.5316150E+04  0.5330000E+04
  0.4400000E+04  0.5319590E+04  0.5301614E+04  0.5286018E+04  0.5272435E+04  0.5259665E+04  0.5249261E+04  0.5240214E+04  0.5233432E+04  0.5229372E+04  0.5218110E+04  0.5219143E+04  0.5216827E+04  0.5216274E+04  0.5215137E+04  0.5216994E+04  0.5217020E+04  0.5218241E+04  0.5223252E+04  0.5224585E+04  0.5230068E+04  0.5234850E+04  0.5240649E+04  0.5246327E+04  0.5252795E+04  0.5260580E+04  0.5267797E+04  0.5275663E+04  0.5283952E+04  0.5296484E+04  0.5305082E+04  0.5293239E+04  0.5323640E+04  0.5328242E+04  0.5345111E+04  0.5350673E+04  0.5361974E+04  0.5373311E+04  0.5382190E+04  0.5393391E+04  0.5403691E+04  0.5416037E+04
  0.4500000E+04  0.5482029E+04  0.5457595E+04  0.5443092E+04  0.5423684E+04  0.5413963E+04  0.5392323E+04  0.5385576E+04  0.5375423E+04  0.5366550E+04  0.5359128E+04  0.5352835E+04  0.5347650E+04  0.5339870E+04  0.5337105E+04  0.5340500E+04  0.5338855E+04  0.5340612E+04  0.5344555E+04  0.5343833E+04  0.5345063E+04  0.5348511E+04  0.5355094E+04  0.5355185E+04  0.5362393E+04  0.5367919E+04  0.5373789E+04  0.5381253E+04  0.5388205E+04  0.5395662E+04  0.5403756E+04  0.5412604E+04  0.5422350E+04  0.5419330E+04  0.5405561E+04  0.5445798E+04  0.5460854E+04  0.5465378E+04  0.5479727E+04  0.5488046E+04  0.5498208E+04  0.5506379E+04
  0.4600000E+04  0.5680830E+04  0.5646276E+04  0.5614049E+04  0.5583597E+04  0.5568342E+04  0.5559734E+04  0.5534843E+04  0.5525542E+04  0.5501541E+04  0.5506148E+04  0.5496988E+04  0.5489050E+04  0.5484304E+04  0.5477064E+04  0.5473768E+04  0.5470447E+04  0.5470086E+04  0.5467510E+04  0.5465526E+04  0.5467647E+04  0.5469741E+04  0.5469238E+04  0.5474184E+04  0.5477207E+04  0.5481799E+04  0.5485336E+04  0.5492164E+04  0.5497719E+04  0.5504150E+04  0.5511480E+04  0.5518738E+04  0.5526194E+04  0.5535242E+04  0.5543967E+04  0.5551806E+04  0.5550052E+04  0.5557827E+04  0.5581007E+04  0.5586848E+04  0.5596354E+04  0.5603628E+04
  0.4700000E+04  0.5910351E+04  0.5853175E+04  0.5813456E+04  0.5779720E+04  0.5751429E+04  0.5727106E+04  0.5700109E+04  0.5678694E+04  0.5659906E+04  0.5662391E+04  0.5649586E+04  0.5638529E+04  0.5629059E+04  0.5620785E+04  0.5614549E+04  0.5605282E+04  0.5596902E+04  0.5600435E+04  0.5597339E+04  0.5596566E+04  0.5597512E+04  0.5596415E+04  0.5600973E+04  0.5598598E+04  0.5602900E+04  0.5604452E+04  0.5609919E+04  0.5613859E+04  0.5618559E+04  0.5624574E+04  0.5630230E+04  0.5637503E+04  0.5644306E+04  0.5651298E+04  0.5659878E+04  0.5655233E+04  0.5664759E+04  0.5658186E+04  0.5695027E+04  0.5698616E+04  0.5705669E+04
  0.4800000E+04  0.6144936E+04  0.6162726E+04  0.6059221E+04  0.6032384E+04  0.5976017E+04  0.5925412E+04  0.5899840E+04  0.5877740E+04  0.5855464E+04  0.5835753E+04  0.5807895E+04  0.5799434E+04  0.5785919E+04  0.5774284E+04  0.5764580E+04  0.5755617E+04  0.5749922E+04  0.5740953E+04  0.5733759E+04  0.5726825E+04  0.5729540E+04  0.5726985E+04  0.5727535E+04  0.5725846E+04  0.5727822E+04  0.5729036E+04  0.5726962E+04  0.5754955E+04  0.5738571E+04  0.5743342E+04  0.5748071E+04  0.5753850E+04  0.5760033E+04  0.5766108E+04  0.5772575E+04  0.5779189E+04  0.5786689E+04  0.5778957E+04  0.5776109E+04  0.5809156E+04  0.5813195E+04
  0.4900000E+04  0.6395485E+04  0.6350092E+04  0.6311619E+04  0.6288045E+04  0.6218790E+04  0.6152456E+04  0.6100448E+04  0.6070660E+04  0.6044715E+04  0.6013111E+04  0.5990838E+04  0.5969817E+04  0.5948882E+04  0.5928577E+04  0.5924375E+04  0.5914874E+04  0.5903854E+04  0.5892311E+04  0.5883609E+04  0.5876635E+04  0.5871530E+04  0.5862876E+04  0.5859887E+04  0.5862184E+04  0.5861328E+04  0.5860367E+04  0.5859904E+04  0.5860766E+04  0.5860010E+04  0.5866542E+04  0.5870203E+04  0.5874267E+04  0.5877951E+04  0.5883385E+04  0.5890031E+04  0.5895665E+04  0.5903127E+04  0.5909418E+04  0.5898065E+04  0.5896543E+04  0.5913420E+04
  0.5000000E+04  0.6640049E+04  0.6591812E+04  0.6542074E+04  0.6497297E+04  0.6438685E+04  0.6409833E+04  0.6552314E+04  0.6290574E+04  0.6250030E+04  0.6227110E+04  0.6193834E+04  0.6162129E+04  0.6138702E+04  0.6111317E+04  0.6093534E+04  0.6083008E+04  0.6066224E+04  0.6055230E+04  0.6042817E+04  0.6031521E+04  0.6023234E+04  0.6016046E+04  0.6011289E+04  0.6005984E+04  0.6002513E+04  0.5993786E+04  0.5997605E+04  0.5995237E+04  0.5996904E+04  0.5997000E+04  0.5999141E+04  0.6001541E+04  0.6004669E+04  0.6008038E+04  0.6018122E+04  0.6017087E+04  0.6022625E+04  0.6027831E+04  0.6034526E+04  0.6042998E+04  0.6031950E+04
