#Table Version   5 
#[Z/Z_SOLAR]= 0.00 [A/Fe]= 0.0          | VALID RANGE:  176 176 176 176 176 176 176 176 176 176 176 176 176 176 176 176 176 176 
#Teff(K)| Pgas@  log g = 6.00   log g = 6.20   log g = 6.40   log g = 6.60   log g = 6.80   log g = 7.00   log g = 7.20   log g = 7.40   log g = 7.60   log g = 7.80   log g = 8.00   log g = 8.20   log g = 8.40   log g = 8.60   log g = 8.80   log g = 9.00   log g = 9.20   log g = 9.40 
  3.2000000E+04  7.0229000E+04  7.0630000E+04  7.0657100E+04  7.0316400E+04  7.0089300E+04  7.0085900E+04  6.9925000E+04  6.9109000E+04  6.5589600E+04  6.2860900E+04  6.1733300E+04  6.1100700E+04  6.0769000E+04  6.0683600E+04  6.0736500E+04  6.0899600E+04  6.1136000E+04  6.1426700E+04
  3.2200000E+04  7.0578400E+04  7.0984500E+04  7.1056000E+04  7.0765000E+04  7.0526700E+04  7.0542700E+04  7.0457100E+04  6.9712300E+04  6.6750800E+04  6.3368800E+04  6.2073700E+04  6.1378300E+04  6.1017600E+04  6.0905500E+04  6.0930600E+04  6.1086200E+04  6.1310100E+04  6.1598500E+04
  3.2400000E+04  7.0924100E+04  7.1335700E+04  7.1433800E+04  7.1190500E+04  7.0994800E+04  7.0984100E+04  7.0948700E+04  7.0373900E+04  6.7906900E+04  6.3991400E+04  6.2411400E+04  6.1672700E+04  6.1263400E+04  6.1120700E+04  6.1123400E+04  6.1268100E+04  6.1482900E+04  6.1767700E+04
  3.2600000E+04  7.1267800E+04  7.1684700E+04  7.1807300E+04  7.1606900E+04  7.1403200E+04  7.1402400E+04  7.1404200E+04  7.1020500E+04  6.8900100E+04  6.4617600E+04  6.2775400E+04  6.1966800E+04  6.1511400E+04  6.1333200E+04  6.1320700E+04  6.1449700E+04  6.1656400E+04  6.1936600E+04
  3.2800000E+04  7.1610700E+04  7.2089800E+04  7.2199500E+04  7.2015500E+04  7.1795700E+04  7.1860100E+04  7.1895700E+04  7.1664000E+04  6.9845400E+04  6.5487600E+04  6.3158300E+04  6.2263000E+04  6.1755000E+04  6.1550600E+04  6.1516100E+04  6.1633100E+04  6.1827600E+04  6.2101800E+04
  3.3000000E+04  7.1962800E+04  7.2463000E+04  7.2648800E+04  7.2459500E+04  7.2212800E+04  7.2253000E+04  7.2312500E+04  7.2176900E+04  7.0814800E+04  6.6614500E+04  6.3644100E+04  6.2552800E+04  6.2004300E+04  6.1765900E+04  6.1713400E+04  6.1814400E+04  6.1997000E+04  6.2279300E+04
  3.3200000E+04  7.2331700E+04  7.2833900E+04  7.3041700E+04  7.2882100E+04  7.2641600E+04  7.2662900E+04  7.2742000E+04  7.2675600E+04  7.1713200E+04  6.7757500E+04  6.4150400E+04  6.2859500E+04  6.2252700E+04  6.1991400E+04  6.1908700E+04  6.1992500E+04  6.2172200E+04  6.2452100E+04
  3.3400000E+04  7.2695700E+04  7.3200700E+04  7.3430700E+04  7.3313000E+04  7.3078100E+04  7.3064100E+04  7.3157700E+04  7.3138200E+04  7.2447800E+04  6.8865900E+04  6.4723200E+04  6.3180100E+04  6.2514600E+04  6.2212400E+04  6.2108700E+04  6.2175000E+04  6.2348200E+04  6.2621100E+04
  3.3600000E+04  7.3097700E+04  7.3590600E+04  7.3812000E+04  7.3732800E+04  7.3506100E+04  7.3558400E+04  7.3649300E+04  7.3626700E+04  7.3151100E+04  7.0307600E+04  6.5421800E+04  6.3588600E+04  6.2769600E+04  6.2436700E+04  6.2305800E+04  6.2359400E+04  6.2521200E+04  6.2783800E+04
  3.3800000E+04  7.3458400E+04  7.3956700E+04  7.4213900E+04  7.4177500E+04  7.3929400E+04  7.3988700E+04  7.4096500E+04  7.4129300E+04  7.3692900E+04  7.1568000E+04  6.6287400E+04  6.4008300E+04  6.3030800E+04  6.2655700E+04  6.2500400E+04  6.2539200E+04  6.2690000E+04  6.2943000E+04
  3.4000000E+04  7.3812600E+04  7.4326400E+04  7.4596900E+04  7.4583400E+04  7.4403200E+04  7.4406000E+04  7.4525400E+04  7.4603100E+04  7.4263700E+04  7.2632100E+04  6.7597600E+04  6.4458600E+04  6.3350500E+04  6.2885800E+04  6.2703000E+04  6.2718500E+04  6.2853800E+04  6.3100200E+04
  3.4200000E+04  7.4180300E+04  7.4690100E+04  7.4975800E+04  7.4988100E+04  7.4832800E+04  7.4829300E+04  7.4960200E+04  7.5073200E+04  7.4886500E+04  7.3497300E+04  6.8619300E+04  6.4988300E+04  6.3692600E+04  6.3114900E+04  6.2901900E+04  6.2912100E+04  6.3020600E+04  6.3299500E+04
  3.4400000E+04  7.4564200E+04  7.5057700E+04  7.5361100E+04  7.5391500E+04  7.5249800E+04  7.5281400E+04  7.5422700E+04  7.5561600E+04  7.5496700E+04  7.4304200E+04  7.0101800E+04  6.5634400E+04  6.4036700E+04  6.3402200E+04  6.3106300E+04  6.3084600E+04  6.3214700E+04  6.3507300E+04
  3.4600000E+04  7.4927200E+04  7.5414900E+04  7.5751100E+04  7.5813100E+04  7.5658300E+04  7.5700000E+04  7.5849900E+04  7.6003500E+04  7.6016300E+04  7.5139500E+04  7.1526600E+04  6.6445300E+04  6.4407400E+04  6.3698400E+04  6.3361700E+04  6.3310000E+04  6.3423600E+04  6.3709900E+04
  3.4800000E+04  7.5289900E+04  7.5779800E+04  7.6137600E+04  7.6231200E+04  7.6078900E+04  7.6106700E+04  7.6260800E+04  7.6430900E+04  7.6495400E+04  7.5898800E+04  7.3090600E+04  6.7198900E+04  6.4876500E+04  6.3998800E+04  6.3615500E+04  6.3538300E+04  6.3632100E+04  6.3908800E+04
  3.5000000E+04  7.5649100E+04  7.6179400E+04  7.6555200E+04  7.6640100E+04  7.6515300E+04  7.6503400E+04  7.6662400E+04  7.6843200E+04  7.6947300E+04  7.6560500E+04  7.4126100E+04  6.8201900E+04  6.5442400E+04  6.4296800E+04  6.3871300E+04  6.3764300E+04  6.3843500E+04  6.4100200E+04
  3.5200000E+04  7.6018500E+04  7.6557800E+04  7.6943400E+04  7.7076800E+04  7.6948200E+04  7.6946400E+04  7.7096900E+04  7.7279400E+04  7.7424400E+04  7.7213400E+04  7.5267600E+04  7.0064700E+04  6.5999200E+04  6.4679700E+04  6.4133300E+04  6.3994200E+04  6.4065900E+04  6.4290600E+04
  3.5400000E+04  7.6384700E+04  7.6932500E+04  7.7325600E+04  7.7484000E+04  7.7408100E+04  7.7380400E+04  7.7533300E+04  7.7725000E+04  7.7873100E+04  7.7750900E+04  7.6333000E+04  7.1502200E+04  6.6564800E+04  6.5109600E+04  6.4423800E+04  6.4231400E+04  6.4267800E+04  6.4530300E+04
  3.5600000E+04  7.6760200E+04  7.7322600E+04  7.7721100E+04  7.7887000E+04  7.7829100E+04  7.7812400E+04  7.7968100E+04  7.8173400E+04  7.8354100E+04  7.8239800E+04  7.7319700E+04  7.2844700E+04  6.7454300E+04  6.5553500E+04  6.4782600E+04  6.4511500E+04  6.4531200E+04  6.4780900E+04
  3.5800000E+04  7.7152400E+04  7.7691400E+04  7.8100200E+04  7.8305000E+04  7.8256400E+04  7.8237300E+04  7.8394100E+04  7.8606900E+04  7.8814500E+04  7.8779000E+04  7.8057000E+04  7.4221100E+04  6.8411100E+04  6.6075800E+04  6.5150900E+04  6.4824900E+04  6.4807700E+04  6.5045700E+04
  3.6000000E+04  7.7530600E+04  7.8061900E+04  7.8481800E+04  7.8715700E+04  7.8697300E+04  7.8680700E+04  7.8848600E+04  7.9069800E+04  7.9293300E+04  7.9342200E+04  7.8692300E+04  7.5987500E+04  6.9441800E+04  6.6578000E+04  6.5554300E+04  6.5139500E+04  6.5094200E+04  6.5308500E+04
  3.6200000E+04  7.7905500E+04  7.8445000E+04  7.8902200E+04  7.9121900E+04  7.9129600E+04  7.9092300E+04  7.9265000E+04  7.9493300E+04  7.9727500E+04  7.9839500E+04  7.9331800E+04  7.7246600E+04  7.1132300E+04  6.7253400E+04  6.5935200E+04  6.5474400E+04  6.5380300E+04  6.5565400E+04
  3.6400000E+04  7.8291100E+04  7.8823800E+04  7.9291100E+04  7.9554300E+04  7.9557400E+04  7.9512000E+04  7.9669200E+04  7.9903800E+04  8.0159400E+04  8.0319500E+04  8.0035700E+04  7.8272800E+04  7.2558300E+04  6.8103900E+04  6.6382900E+04  6.5802000E+04  6.5687000E+04  6.5852400E+04
  3.6600000E+04  7.8663700E+04  7.9204200E+04  7.9676600E+04  7.9959000E+04  7.9979800E+04  7.9946400E+04  8.0090500E+04  8.0322600E+04  8.0581500E+04  8.0779900E+04  8.0634800E+04  7.9124300E+04  7.4310800E+04  6.8894900E+04  6.6982700E+04  6.6202600E+04  6.5997900E+04  6.6153000E+04
  3.6800000E+04  7.9032900E+04  7.9606900E+04  8.0083300E+04  8.0359200E+04  8.0430400E+04  8.0410400E+04  8.0556000E+04  8.0792900E+04  8.1061700E+04  8.1266800E+04  8.1180700E+04  8.0076700E+04  7.6399600E+04  6.9753300E+04  6.7569000E+04  6.6655500E+04  6.6387000E+04  6.6490300E+04
  3.7000000E+04  7.9431800E+04  7.9985900E+04  8.0463400E+04  8.0769000E+04  8.0851100E+04  8.0833400E+04  8.0986700E+04  8.1225200E+04  8.1504700E+04  8.1746100E+04  8.1689200E+04  8.0901100E+04  7.7810400E+04  7.1346500E+04  6.8172000E+04  6.7164200E+04  6.6773900E+04  6.6860000E+04
  3.7200000E+04  7.9814900E+04  8.0360900E+04  8.0842900E+04  8.1178000E+04  8.1266400E+04  8.1254800E+04  8.1404300E+04  8.1652400E+04  8.1933400E+04  8.2204500E+04  8.2261500E+04  8.1616200E+04  7.8995600E+04  7.2851700E+04  6.8978000E+04  6.7645100E+04  6.7200500E+04  6.7219600E+04
  3.7400000E+04  8.0202500E+04  8.0752300E+04  8.1225100E+04  8.1583200E+04  8.1674000E+04  8.1680600E+04  8.1817700E+04  8.2065400E+04  8.2356800E+04  8.2646700E+04  8.2791200E+04  8.2253000E+04  8.0132800E+04  7.4434300E+04  6.9781800E+04  6.8142400E+04  6.7616700E+04  6.7578900E+04
  3.7600000E+04  8.0600600E+04  8.1125500E+04  8.1654100E+04  8.1984300E+04  8.2130900E+04  8.2120100E+04  8.2252700E+04  8.2503700E+04  8.2804000E+04  8.3112300E+04  8.3294200E+04  8.2923500E+04  8.1334100E+04  7.6702600E+04  7.0763800E+04  6.8804000E+04  6.8093200E+04  6.7979100E+04
  3.7800000E+04  8.0987000E+04  8.1494700E+04  8.2044300E+04  8.2414000E+04  8.2553900E+04  8.2552900E+04  8.2669600E+04  8.2920800E+04  8.3222400E+04  8.3546000E+04  8.3762300E+04  8.3571100E+04  8.2231600E+04  7.8166000E+04  7.2391800E+04  6.9543000E+04  6.8603500E+04  6.8415600E+04
  3.8000000E+04  8.1369900E+04  8.1894600E+04  8.2430200E+04  8.2809100E+04  8.2968500E+04  8.2977000E+04  8.3097900E+04  8.3343500E+04  8.3648400E+04  8.3970600E+04  8.4245900E+04  8.4153700E+04  8.2997600E+04  7.9726200E+04  7.3726600E+04  7.0312500E+04  6.9222600E+04  6.8919300E+04
  3.8200000E+04  8.1774000E+04  8.2281700E+04  8.2812800E+04  8.3204100E+04  8.3383100E+04  8.3404400E+04  8.3519700E+04  8.3769100E+04  8.4079100E+04  8.4412600E+04  8.4701600E+04  8.4684700E+04  8.3802800E+04  8.1083000E+04  7.5143000E+04  7.1342700E+04  6.9826900E+04  6.9425500E+04
  3.8400000E+04  8.2154800E+04  8.2664700E+04  8.3216000E+04  8.3598900E+04  8.3806100E+04  8.3853100E+04  8.3967900E+04  8.4215000E+04  8.4526600E+04  8.4870300E+04  8.5168500E+04  8.5212900E+04  8.4584700E+04  8.2437700E+04  7.6815800E+04  7.2253700E+04  7.0586900E+04  6.9995000E+04
  3.8600000E+04  8.2550600E+04  8.3068900E+04  8.3595900E+04  8.4021000E+04  8.4219400E+04  8.4277700E+04  8.4382500E+04  8.4633200E+04  8.4943900E+04  8.5297300E+04  8.5626900E+04  8.5744500E+04  8.5250800E+04  8.3413600E+04  7.9060700E+04  7.3246200E+04  7.1285600E+04  7.0532700E+04
  3.8800000E+04  8.2955600E+04  8.3450300E+04  8.3980600E+04  8.4423200E+04  8.4636600E+04  8.4692600E+04  8.4801300E+04  8.5048900E+04  8.5359400E+04  8.5722600E+04  8.6084700E+04  8.6260400E+04  8.5847500E+04  8.4427900E+04  8.0655600E+04  7.4956200E+04  7.2025500E+04  7.1162300E+04
  3.9000000E+04  8.3352900E+04  8.3831400E+04  8.4381900E+04  8.4818600E+04  8.5049600E+04  8.5103200E+04  8.5219200E+04  8.5461300E+04  8.5774200E+04  8.6142600E+04  8.6516600E+04  8.6749700E+04  8.6459300E+04  8.5294700E+04  8.2060600E+04  7.6455200E+04  7.3113800E+04  7.1821100E+04
  3.9200000E+04  8.3753100E+04  8.4224400E+04  8.4774200E+04  8.5213300E+04  8.5482800E+04  8.5562800E+04  8.5654900E+04  8.5883800E+04  8.6197300E+04  8.6569100E+04  8.6942600E+04  8.7226900E+04  8.7078700E+04  8.6111900E+04  8.3619900E+04  7.8030400E+04  7.4127000E+04  7.2609800E+04
  3.9400000E+04  8.4158200E+04  8.4600100E+04  8.5159900E+04  8.5623000E+04  8.5888400E+04  8.5985300E+04  8.6076100E+04  8.6306500E+04  8.6617900E+04  8.6984700E+04  8.7362100E+04  8.7671000E+04  8.7632700E+04  8.6830300E+04  8.4815900E+04  8.0129500E+04  7.5186400E+04  7.3367000E+04
  3.9600000E+04  8.4549500E+04  8.4988900E+04  8.5560900E+04  8.6019100E+04  8.6293800E+04  8.6401600E+04  8.6494300E+04  8.6722600E+04  8.7032700E+04  8.7407400E+04  8.7804700E+04  8.8113400E+04  8.8151200E+04  8.7565400E+04  8.5821100E+04  8.1926100E+04  7.6478000E+04  7.4247900E+04
  3.9800000E+04  8.4945600E+04  8.5389300E+04  8.5942800E+04  8.6407900E+04  8.6694900E+04  8.6817900E+04  8.6914100E+04  8.7136100E+04  8.7448200E+04  8.7826100E+04  8.8232600E+04  8.8573600E+04  8.8634400E+04  8.8221900E+04  8.6737100E+04  8.3546900E+04  7.8024600E+04  7.5193600E+04
  4.0000000E+04  8.5344000E+04  8.5787600E+04  8.6317600E+04  8.6819400E+04  8.7120200E+04  8.7247900E+04  8.7331600E+04  8.7566000E+04  8.7862200E+04  8.8243100E+04  8.8654600E+04  8.9043400E+04  8.9264700E+04  8.8963500E+04  8.7483800E+04  8.4891600E+04  7.9736300E+04  7.6308600E+04
