#Table Version   5 
#[Z/Z_SOLAR]= 0.00 [A/Fe]= 0.0          | VALID RANGE:  176 176 176 176 176 176 176 176 176 176 176 176 176 176 176 176 176 176 
#Teff(K)| Pgas@  log g = 6.00   log g = 6.20   log g = 6.40   log g = 6.60   log g = 6.80   log g = 7.00   log g = 7.20   log g = 7.40   log g = 7.60   log g = 7.80   log g = 8.00   log g = 8.20   log g = 8.40   log g = 8.60   log g = 8.80   log g = 9.00   log g = 9.20   log g = 9.40 
  3.5600000E+04  2.7296062E+06  3.4087881E+06  4.2530452E+06  5.2722986E+06  6.4893321E+06  8.0482230E+06  1.0115795E+07  1.2790867E+07  1.6221836E+07  2.0389191E+07  2.5084185E+07  2.8833675E+07  3.4897957E+07  4.4740414E+07  5.8546374E+07  7.7285852E+07  1.0270699E+08  1.3705661E+08
  3.5800000E+04  2.7567666E+06  3.4427065E+06  4.3003123E+06  5.3419522E+06  6.5796077E+06  8.1583062E+06  1.0251797E+07  1.2965820E+07  1.6455080E+07  2.0734807E+07  2.5615333E+07  2.9464563E+07  3.5269557E+07  4.4853878E+07  5.8532894E+07  7.7232483E+07  1.0256519E+08  1.3693044E+08
  3.6000000E+04  2.7829154E+06  3.4769624E+06  4.3471037E+06  5.4100341E+06  6.6772863E+06  8.2775154E+06  1.0406388E+07  1.3167399E+07  1.6722454E+07  2.1134890E+07  2.6079544E+07  3.0697287E+07  3.5669745E+07  4.4926232E+07  5.8573341E+07  7.7179152E+07  1.0247077E+08  1.3677288E+08
  3.6200000E+04  2.8080187E+06  3.5139858E+06  4.4035203E+06  5.4789836E+06  6.7717357E+06  8.3868717E+06  1.0543869E+07  1.3341357E+07  1.6947280E+07  2.1468416E+07  2.6588877E+07  3.1651916E+07  3.6450207E+07  4.5227231E+07  5.8573341E+07  7.7161382E+07  1.0235286E+08  1.3658405E+08
  3.6400000E+04  2.8366124E+06  3.5505857E+06  4.4545106E+06  5.5564831E+06  6.8675211E+06  8.5015869E+06  1.0675789E+07  1.3511389E+07  1.7175129E+07  2.1797164E+07  2.7252102E+07  3.2508730E+07  3.7102229E+07  4.5698295E+07  5.8694850E+07  7.7108100E+07  1.0230574E+08  1.3648974E+08
  3.6600000E+04  2.8622001E+06  3.5867409E+06  4.5040168E+06  5.6272991E+06  6.9614547E+06  8.6238263E+06  1.0821812E+07  1.3689891E+07  1.7402033E+07  2.2110573E+07  2.7790733E+07  3.3273616E+07  3.8089038E+07  4.6068068E+07  5.9047294E+07  7.7196925E+07  1.0225864E+08  1.3655261E+08
  3.6800000E+04  2.8880187E+06  3.6291089E+06  4.5614193E+06  5.6963937E+06  7.0680563E+06  8.7619345E+06  1.1000185E+07  1.3918742E+07  1.7692940E+07  2.2480191E+07  2.8281341E+07  3.4324167E+07  3.9719155E+07  4.6472924E+07  5.9360835E+07  7.7446180E+07  1.0251797E+08  1.3677288E+08
  3.7000000E+04  2.9180989E+06  3.6669079E+06  4.6110518E+06  5.7716502E+06  7.1663828E+06  8.8838251E+06  1.1158351E+07  1.4118872E+07  1.7955603E+07  2.2845465E+07  2.8740876E+07  3.5269557E+07  4.0907223E+07  4.7522579E+07  5.9662301E+07  7.7803655E+07  1.0275430E+08  1.3705661E+08
  3.7200000E+04  2.9464563E+06  3.7042475E+06  4.6622977E+06  5.8465545E+06  7.2627317E+06  9.0074114E+06  1.1310974E+07  1.4315285E+07  1.8205391E+07  2.3189960E+07  2.9335939E+07  3.6099401E+07  4.2053292E+07  4.8517677E+07  6.0255959E+07  7.8072844E+07  1.0306234E+08  1.3727770E+08
  3.7400000E+04  2.9757744E+06  3.7454155E+06  4.7141131E+06  5.9210673E+06  7.3586814E+06  9.1369237E+06  1.1463045E+07  1.4507748E+07  1.8454403E+07  2.3528812E+07  2.9874456E+07  3.6855304E+07  4.3341107E+07  4.9590673E+07  6.0827505E+07  7.8379051E+07  1.0329992E+08  1.3749915E+08
  3.7600000E+04  3.0074610E+06  3.7826835E+06  4.7785925E+06  5.9937690E+06  7.4748073E+06  9.2725674E+06  1.1633222E+07  1.4726516E+07  1.8741312E+07  2.3905619E+07  3.0387852E+07  3.7748526E+07  4.5060914E+07  5.1546597E+07  6.1645304E+07  7.8958702E+07  1.0370507E+08  1.3787960E+08
  3.7800000E+04  3.0366868E+06  3.8203223E+06  4.8328131E+06  6.0785501E+06  7.5787922E+06  9.4080583E+06  1.1792340E+07  1.4931382E+07  1.8997655E+07  2.4249344E+07  3.0860290E+07  3.8627802E+07  4.6355364E+07  5.2917583E+07  6.3110264E+07  7.9726005E+07  1.0423174E+08  1.3842037E+08
  3.8000000E+04  3.0661966E+06  3.8636698E+06  4.8876489E+06  6.1531854E+06  7.6824546E+06  9.5433313E+06  1.1964650E+07  1.5142584E+07  1.9270811E+07  2.4586686E+07  3.1376175E+07  3.9409416E+07  4.7500699E+07  5.4739396E+07  6.4239182E+07  8.0519302E+07  1.0505095E+08  1.3925154E+08
  3.8200000E+04  3.1009874E+06  3.9048108E+06  4.9419688E+06  6.2287371E+06  7.7857419E+06  9.6805493E+06  1.2133889E+07  1.5360311E+07  1.9552397E+07  2.4957438E+07  3.1856642E+07  4.0123610E+07  4.8831493E+07  5.6584828E+07  6.5463617E+07  8.1714664E+07  1.0580349E+08  1.4002320E+08
  3.8400000E+04  3.1311221E+06  3.9463900E+06  5.0026486E+06  6.3037648E+06  7.8958702E+06  9.8333161E+06  1.2322533E+07  1.5599116E+07  1.9860949E+07  2.5368804E+07  3.2366818E+07  4.0878975E+07  5.0234259E+07  5.8925055E+07  6.7081073E+07  8.2679911E+07  1.0690549E+08  1.4096133E+08
  3.8600000E+04  3.1637343E+06  3.9930063E+06  5.0570820E+06  6.3899874E+06  8.0038695E+06  9.9747036E+06  1.2493957E+07  1.5819764E+07  2.0137242E+07  2.5733568E+07  3.2877592E+07  4.1648561E+07  5.1416203E+07  6.0687605E+07  6.9823240E+07  8.3752928E+07  1.0782017E+08  1.4180776E+08
  3.8800000E+04  3.1988951E+06  4.0345955E+06  5.1144625E+06  6.4714262E+06  8.1133461E+06  1.0113466E+07  1.2670682E+07  1.6043533E+07  2.0422081E+07  2.6103576E+07  3.3404117E+07  4.2413098E+07  5.2468663E+07  6.2748016E+07  7.2027775E+07  8.5921134E+07  1.0879276E+08  1.4292230E+08
  3.9000000E+04  3.2322132E+06  4.0766178E+06  5.1760683E+06  6.5508854E+06  8.2243200E+06  1.0251797E+07  1.2852867E+07  1.6266720E+07  2.0706181E+07  2.6472807E+07  3.3892219E+07  4.3141973E+07  5.3629037E+07  6.4580291E+07  7.4250606E+07  8.7821328E+07  1.1058596E+08  1.4417833E+08
  3.9200000E+04  3.2673827E+06  4.1219242E+06  5.2360044E+06  6.6297935E+06  8.3425727E+06  1.0418375E+07  1.3046680E+07  1.6504410E+07  2.1003903E+07  2.6853444E+07  3.4379535E+07  4.3853070E+07  5.4865583E+07  6.6481376E+07  7.7571109E+07  8.9866950E+07  1.1222768E+08  1.4584784E+08
  3.9400000E+04  3.3029348E+06  4.1638972E+06  5.2954150E+06  6.7173813E+06  8.4527885E+06  1.0568175E+07  1.3234270E+07  1.6745573E+07  2.1310812E+07  2.7233283E+07  3.4857802E+07  4.4504098E+07  5.5949988E+07  6.8155357E+07  8.0352612E+07  9.2982239E+07  1.1392001E+08  1.4740085E+08
  3.9600000E+04  3.3373365E+06  4.2092042E+06  5.3604346E+06  6.7998605E+06  8.5644603E+06  1.0717661E+07  1.3424558E+07  1.6982437E+07  2.1612251E+07  2.7631216E+07  3.5391584E+07  4.5164790E+07  5.6963937E+07  7.0000316E+07  8.2870508E+07  9.6072701E+07  1.1609139E+08  1.4924507E+08
  3.9800000E+04  3.3728731E+06  4.2569642E+06  5.4200089E+06  6.8801832E+06  8.6756096E+06  1.0866758E+07  1.3617582E+07  1.7222651E+07  2.1917953E+07  2.8028509E+07  3.5908726E+07  4.5898659E+07  5.7902858E+07  7.1647328E+07  8.5329657E+07  9.9288740E+07  1.1887759E+08  1.5132128E+08
  4.0000000E+04  3.4103582E+06  4.3082411E+06  5.4802453E+06  6.9758960E+06  8.8084603E+06  1.1035703E+07  1.3822927E+07  1.7494438E+07  2.2238219E+07  2.8431515E+07  3.6433425E+07  4.6633713E+07  5.9319844E+07  7.3807416E+07  8.7801109E+07  1.0270699E+08  1.2215184E+08  1.5395720E+08
#Teff(K)|    T@  log g = 6.00   log g = 6.20   log g = 6.40   log g = 6.60   log g = 6.80   log g = 7.00   log g = 7.20   log g = 7.40   log g = 7.60   log g = 7.80   log g = 8.00   log g = 8.20   log g = 8.40   log g = 8.60   log g = 8.80   log g = 9.00   log g = 9.20   log g = 9.40 
  5.0000000E+03  6.6736000E+03  6.6666000E+03  6.6573000E+03  6.6502000E+03  6.6439000E+03  6.6368000E+03  6.6292000E+03  6.6183000E+03  6.6077000E+03  6.5939000E+03  6.5731000E+03  6.5561000E+03  6.5288000E+03  6.5106000E+03  6.4803000E+03  6.4497000E+03  6.4235000E+03  6.3818000E+03
  5.2000000E+03  6.9659000E+03  6.9548000E+03  6.9422000E+03  6.9308000E+03  6.9239000E+03  6.9163000E+03  6.9066000E+03  6.9014000E+03  6.8918000E+03  6.8795000E+03  6.8632000E+03  6.8450000E+03  6.8281000E+03  6.7999000E+03  6.7787000E+03  6.7487000E+03  6.7198000E+03  6.6961000E+03
  5.4000000E+03  7.2703000E+03  7.2595000E+03  7.2470000E+03  7.2354000E+03  7.2221000E+03  7.2097000E+03  7.1995000E+03  7.1910000E+03  7.1823000E+03  7.1724000E+03  7.1606000E+03  7.1425000E+03  7.1237000E+03  7.1086000E+03  7.0800000E+03  7.0561000E+03  7.0254000E+03  6.9999000E+03
  5.6000000E+03  7.5780000E+03  7.5674000E+03  7.5570000E+03  7.5453000E+03  7.5343000E+03  7.5217000E+03  7.5084000E+03  7.4947000E+03  7.4834000E+03  7.4736000E+03  7.4607000E+03  7.4477000E+03  7.4305000E+03  7.4117000E+03  7.3891000E+03  7.3659000E+03  7.3381000E+03  7.3047000E+03
  5.8000000E+03  7.8865000E+03  7.8772000E+03  7.8680000E+03  7.8555000E+03  7.8452000E+03  7.8310000E+03  7.8220000E+03  7.8066000E+03  7.7971000E+03  7.7832000E+03  7.7704000E+03  7.7556000E+03  7.7407000E+03  7.7243000E+03  7.7009000E+03  7.6796000E+03  7.6515000E+03  7.6216000E+03
  6.0000000E+03  8.1863000E+03  8.1793000E+03  8.1712000E+03  8.1641000E+03  8.1516000E+03  8.1444000E+03  8.1365000E+03  8.1223000E+03  8.1099000E+03  8.0976000E+03  8.0807000E+03  8.0695000E+03  8.0511000E+03  8.0383000E+03  8.0153000E+03  7.9899000E+03  7.9609000E+03  7.9349000E+03
  6.2000000E+03  8.4706000E+03  8.4647000E+03  8.4591000E+03  8.4541000E+03  8.4489000E+03  8.4423000E+03  8.4340000E+03  8.4226000E+03  8.4157000E+03  8.4017000E+03  8.3876000E+03  8.3750000E+03  8.3632000E+03  8.3431000E+03  8.3233000E+03  8.2945000E+03  8.2710000E+03  8.2381000E+03
  6.4000000E+03  8.7437000E+03  8.7393000E+03  8.7357000E+03  8.7319000E+03  8.7277000E+03  8.7233000E+03  8.7178000E+03  8.7096000E+03  8.7046000E+03  8.6936000E+03  8.6837000E+03  8.6724000E+03  8.6612000E+03  8.6445000E+03  8.6250000E+03  8.6020000E+03  8.5738000E+03  8.5480000E+03
  6.6000000E+03  9.0091000E+03  9.0062000E+03  9.0032000E+03  9.0006000E+03  8.9981000E+03  8.9963000E+03  8.9936000E+03  8.9892000E+03  8.9842000E+03  8.9779000E+03  8.9673000E+03  8.9614000E+03  8.9504000E+03  8.9367000E+03  8.9189000E+03  8.8982000E+03  8.8731000E+03  8.8439000E+03
  6.8000000E+03  9.2671000E+03  9.2637000E+03  9.2616000E+03  9.2606000E+03  9.2598000E+03  9.2578000E+03  9.2571000E+03  9.2558000E+03  9.2526000E+03  9.2493000E+03  9.2435000E+03  9.2368000E+03  9.2287000E+03  9.2155000E+03  9.2022000E+03  9.1835000E+03  9.1629000E+03  9.1344000E+03
  7.0000000E+03  9.5154000E+03  9.5128000E+03  9.5119000E+03  9.5110000E+03  9.5100000E+03  9.5114000E+03  9.5123000E+03  9.5129000E+03  9.5127000E+03  9.5106000E+03  9.5068000E+03  9.5022000E+03  9.4959000E+03  9.4878000E+03  9.4755000E+03  9.4610000E+03  9.4407000E+03  9.4184000E+03
  7.2000000E+03  9.7587000E+03  9.7560000E+03  9.7542000E+03  9.7543000E+03  9.7552000E+03  9.7565000E+03  9.7588000E+03  9.7584000E+03  9.7598000E+03  9.7623000E+03  9.7625000E+03  9.7602000E+03  9.7563000E+03  9.7485000E+03  9.7413000E+03  9.7279000E+03  9.7127000E+03  9.6916000E+03
  7.4000000E+03  9.9987000E+03  9.9953000E+03  9.9945000E+03  9.9951000E+03  9.9960000E+03  9.9981000E+03  1.0001000E+04  1.0003300E+04  1.0005900E+04  1.0007400E+04  1.0008000E+04  1.0007500E+04  1.0005900E+04  1.0005200E+04  9.9998000E+03  9.9887000E+03  9.9754000E+03  9.9570000E+03
  7.6000000E+03  1.0236200E+04  1.0234100E+04  1.0233200E+04  1.0233000E+04  1.0235000E+04  1.0237400E+04  1.0240500E+04  1.0244400E+04  1.0248200E+04  1.0251900E+04  1.0253300E+04  1.0258100E+04  1.0258600E+04  1.0257400E+04  1.0252700E+04  1.0247000E+04  1.0235800E+04  1.0222300E+04
  7.8000000E+03  1.0475100E+04  1.0472500E+04  1.0470700E+04  1.0471700E+04  1.0473900E+04  1.0476400E+04  1.0479600E+04  1.0484600E+04  1.0488500E+04  1.0493400E+04  1.0497800E+04  1.0501300E+04  1.0504500E+04  1.0506100E+04  1.0504200E+04  1.0500000E+04  1.0492500E+04  1.0480800E+04
  8.0000000E+03  1.0712600E+04  1.0710400E+04  1.0709900E+04  1.0709900E+04  1.0712200E+04  1.0715200E+04  1.0718300E+04  1.0723500E+04  1.0729100E+04  1.0733700E+04  1.0739600E+04  1.0744100E+04  1.0747500E+04  1.0753600E+04  1.0754300E+04  1.0751300E+04  1.0747000E+04  1.0737800E+04
  8.2000000E+03  1.0949700E+04  1.0947600E+04  1.0945700E+04  1.0946600E+04  1.0948500E+04  1.0951500E+04  1.0955300E+04  1.0960300E+04  1.0966300E+04  1.0972300E+04  1.0979200E+04  1.0985300E+04  1.0990400E+04  1.0995500E+04  1.1001100E+04  1.1001600E+04  1.0998100E+04  1.0993200E+04
  8.4000000E+03  1.1190900E+04  1.1187900E+04  1.1186800E+04  1.1186800E+04  1.1187700E+04  1.1190700E+04  1.1195400E+04  1.1200300E+04  1.1206300E+04  1.1212200E+04  1.1219200E+04  1.1226200E+04  1.1233200E+04  1.1239200E+04  1.1244100E+04  1.1249800E+04  1.1249300E+04  1.1247100E+04
  8.6000000E+03  1.1436800E+04  1.1432800E+04  1.1430800E+04  1.1430700E+04  1.1432600E+04  1.1435600E+04  1.1439400E+04  1.1444300E+04  1.1450200E+04  1.1457100E+04  1.1464900E+04  1.1472700E+04  1.1479800E+04  1.1487400E+04  1.1493000E+04  1.1497400E+04  1.1500100E+04  1.1503500E+04
  8.8000000E+03  1.1689100E+04  1.1685900E+04  1.1684000E+04  1.1683800E+04  1.1685700E+04  1.1687600E+04  1.1691400E+04  1.1696400E+04  1.1703200E+04  1.1710100E+04  1.1717000E+04  1.1725700E+04  1.1734300E+04  1.1741800E+04  1.1749500E+04  1.1755700E+04  1.1759700E+04  1.1762000E+04
  9.0000000E+03  1.1947700E+04  1.1945500E+04  1.1944300E+04  1.1944300E+04  1.1945200E+04  1.1948100E+04  1.1951900E+04  1.1956700E+04  1.1962500E+04  1.1969100E+04  1.1976900E+04  1.1985700E+04  1.1994500E+04  1.2002900E+04  1.2011900E+04  1.2019700E+04  1.2025400E+04  1.2029400E+04
  9.2000000E+03  1.2210800E+04  1.2210600E+04  1.2209800E+04  1.2209600E+04  1.2211400E+04  1.2213300E+04  1.2217200E+04  1.2222000E+04  1.2227600E+04  1.2234400E+04  1.2242000E+04  1.2249900E+04  1.2259600E+04  1.2268400E+04  1.2278000E+04  1.2286600E+04  1.2293900E+04  1.2299400E+04
  9.4000000E+03  1.2475800E+04  1.2477800E+04  1.2478900E+04  1.2480100E+04  1.2480900E+04  1.2483600E+04  1.2487400E+04  1.2492100E+04  1.2497900E+04  1.2503600E+04  1.2511300E+04  1.2519100E+04  1.2528900E+04  1.2537400E+04  1.2547000E+04  1.2556800E+04  1.2565000E+04  1.2572600E+04
  9.6000000E+03  1.2744000E+04  1.2747800E+04  1.2750700E+04  1.2753500E+04  1.2756400E+04  1.2758800E+04  1.2762700E+04  1.2767400E+04  1.2772900E+04  1.2778400E+04  1.2786000E+04  1.2793700E+04  1.2802700E+04  1.2811900E+04  1.2821900E+04  1.2832500E+04  1.2842300E+04  1.2850900E+04
  9.8000000E+03  1.3014300E+04  1.3019800E+04  1.3026400E+04  1.3031100E+04  1.3035500E+04  1.3039200E+04  1.3044800E+04  1.3049100E+04  1.3055600E+04  1.3061500E+04  1.3068800E+04  1.3077200E+04  1.3086200E+04  1.3095400E+04  1.3106100E+04  1.3115900E+04  1.3126500E+04  1.3136600E+04
  1.0000000E+04  1.3285600E+04  1.3296000E+04  1.3304900E+04  1.3312500E+04  1.3319200E+04  1.3325900E+04  1.3332100E+04  1.3338400E+04  1.3344300E+04  1.3351700E+04  1.3359000E+04  1.3367500E+04  1.3376600E+04  1.3385600E+04  1.3396500E+04  1.3407500E+04  1.3418500E+04  1.3429500E+04
  1.0200000E+04  1.3557300E+04  1.3571400E+04  1.3583900E+04  1.3595500E+04  1.3605100E+04  1.3614700E+04  1.3622400E+04  1.3630600E+04  1.3638500E+04  1.3645700E+04  1.3653700E+04  1.3662700E+04  1.3671700E+04  1.3681600E+04  1.3692600E+04  1.3703400E+04  1.3715400E+04  1.3727600E+04
  1.0400000E+04  1.3829200E+04  1.3845500E+04  1.3861900E+04  1.3876600E+04  1.3891200E+04  1.3904000E+04  1.3914400E+04  1.3925200E+04  1.3934900E+04  1.3944400E+04  1.3953000E+04  1.3962500E+04  1.3971500E+04  1.3982500E+04  1.3993500E+04  1.4004500E+04  1.4016500E+04  1.4028200E+04
  1.0600000E+04  1.4097500E+04  1.4117000E+04  1.4138100E+04  1.4156700E+04  1.4176300E+04  1.4191800E+04  1.4206300E+04  1.4219800E+04  1.4232500E+04  1.4243100E+04  1.4254300E+04  1.4265400E+04  1.4275400E+04  1.4286400E+04  1.4298300E+04  1.4310300E+04  1.4322100E+04  1.4335000E+04
  1.0800000E+04  1.4361700E+04  1.4387900E+04  1.4411100E+04  1.4435000E+04  1.4458100E+04  1.4478600E+04  1.4498100E+04  1.4515400E+04  1.4531400E+04  1.4545500E+04  1.4559700E+04  1.4571700E+04  1.4585100E+04  1.4596900E+04  1.4609900E+04  1.4622800E+04  1.4635800E+04  1.4648800E+04
  1.1000000E+04  1.4623900E+04  1.4655000E+04  1.4682500E+04  1.4712200E+04  1.4739000E+04  1.4765200E+04  1.4788100E+04  1.4811500E+04  1.4830900E+04  1.4849800E+04  1.4866400E+04  1.4883100E+04  1.4897800E+04  1.4912700E+04  1.4926700E+04  1.4940700E+04  1.4955600E+04  1.4970600E+04
  1.1200000E+04  1.4882800E+04  1.4917100E+04  1.4951200E+04  1.4984200E+04  1.5016400E+04  1.5047900E+04  1.5076900E+04  1.5104800E+04  1.5129700E+04  1.5154200E+04  1.5174700E+04  1.5193700E+04  1.5211900E+04  1.5229900E+04  1.5246500E+04  1.5263500E+04  1.5279400E+04  1.5296400E+04
  1.1400000E+04  1.5134900E+04  1.5174700E+04  1.5214900E+04  1.5253100E+04  1.5291100E+04  1.5327300E+04  1.5361800E+04  1.5394100E+04  1.5426000E+04  1.5453700E+04  1.5480600E+04  1.5503600E+04  1.5525500E+04  1.5547400E+04  1.5567400E+04  1.5587300E+04  1.5606300E+04  1.5624900E+04
  1.1600000E+04  1.5379700E+04  1.5426000E+04  1.5471200E+04  1.5516200E+04  1.5560200E+04  1.5601400E+04  1.5643300E+04  1.5680200E+04  1.5717600E+04  1.5750600E+04  1.5783500E+04  1.5811400E+04  1.5838400E+04  1.5863300E+04  1.5887200E+04  1.5911200E+04  1.5933100E+04  1.5953800E+04
  1.1800000E+04  1.5620300E+04  1.5673400E+04  1.5722800E+04  1.5775000E+04  1.5823000E+04  1.5872200E+04  1.5918600E+04  1.5963400E+04  1.6004800E+04  1.6044400E+04  1.6083400E+04  1.6116300E+04  1.6148200E+04  1.6177200E+04  1.6206100E+04  1.6234000E+04  1.6260900E+04  1.6285900E+04
  1.2000000E+04  1.5857400E+04  1.5913100E+04  1.5970300E+04  1.6027300E+04  1.6082500E+04  1.6137100E+04  1.6189500E+04  1.6241700E+04  1.6289600E+04  1.6336300E+04  1.6379200E+04  1.6420200E+04  1.6457000E+04  1.6491000E+04  1.6524900E+04  1.6556800E+04  1.6589700E+04  1.6618700E+04
  1.2200000E+04  1.6089500E+04  1.6150300E+04  1.6213400E+04  1.6275400E+04  1.6337300E+04  1.6397100E+04  1.6457600E+04  1.6515100E+04  1.6570300E+04  1.6624200E+04  1.6673100E+04  1.6722000E+04  1.6763900E+04  1.6803800E+04  1.6840800E+04  1.6877700E+04  1.6915600E+04  1.6951500E+04
  1.2400000E+04  1.6320100E+04  1.6386200E+04  1.6452700E+04  1.6519600E+04  1.6587900E+04  1.6653800E+04  1.6720700E+04  1.6784200E+04  1.6846800E+04  1.6907400E+04  1.6964000E+04  1.7018900E+04  1.7066800E+04  1.7112700E+04  1.7154600E+04  1.7195600E+04  1.7238500E+04  1.7280400E+04
  1.2600000E+04  1.6547300E+04  1.6617700E+04  1.6687200E+04  1.6760100E+04  1.6832400E+04  1.6905200E+04  1.6978300E+04  1.7048200E+04  1.7119100E+04  1.7185100E+04  1.7250900E+04  1.7309800E+04  1.7367700E+04  1.7417600E+04  1.7465500E+04  1.7510400E+04  1.7556000E+04  1.7605200E+04
  1.2800000E+04  1.6771500E+04  1.6844000E+04  1.6918600E+04  1.6996100E+04  1.7072000E+04  1.7151200E+04  1.7228500E+04  1.7306400E+04  1.7382700E+04  1.7457000E+04  1.7530800E+04  1.7597700E+04  1.7662600E+04  1.7718500E+04  1.7772100E+04  1.7820300E+04  1.7871200E+04  1.7925100E+04
  1.3000000E+04  1.6992700E+04  1.7067000E+04  1.7145900E+04  1.7225800E+04  1.7307300E+04  1.7391400E+04  1.7474300E+04  1.7559400E+04  1.7641900E+04  1.7724000E+04  1.7803800E+04  1.7879600E+04  1.7951500E+04  1.8015100E+04  1.8074000E+04  1.8128200E+04  1.8180800E+04  1.8238600E+04
  1.3200000E+04  1.7211200E+04  1.7287900E+04  1.7369100E+04  1.7451800E+04  1.7538900E+04  1.7626400E+04  1.7716200E+04  1.7806300E+04  1.7895200E+04  1.7984800E+04  1.8070800E+04  1.8155600E+04  1.8233100E+04  1.8307300E+04  1.8371800E+04  1.8431700E+04  1.8487700E+04  1.8548500E+04
  1.3400000E+04  1.7431600E+04  1.7508200E+04  1.7590100E+04  1.7675100E+04  1.7766000E+04  1.7858100E+04  1.7953100E+04  1.8049100E+04  1.8144600E+04  1.8241300E+04  1.8333700E+04  1.8426200E+04  1.8511400E+04  1.8593900E+04  1.8664800E+04  1.8732000E+04  1.8790600E+04  1.8854800E+04
  1.3600000E+04  1.7652600E+04  1.7728400E+04  1.7810100E+04  1.7898300E+04  1.7991000E+04  1.8086700E+04  1.8187900E+04  1.8288800E+04  1.8391600E+04  1.8492100E+04  1.8592400E+04  1.8691100E+04  1.8785000E+04  1.8875800E+04  1.8954700E+04  1.9027500E+04  1.9090500E+04  1.9155700E+04
  1.3800000E+04  1.7873600E+04  1.7949400E+04  1.8031900E+04  1.8122000E+04  1.8216100E+04  1.8316000E+04  1.8418700E+04  1.8525300E+04  1.8633700E+04  1.8739800E+04  1.8847100E+04  1.8951500E+04  1.9054900E+04  1.9150700E+04  1.9239600E+04  1.9317500E+04  1.9387800E+04  1.9453700E+04
  1.4000000E+04  1.8099000E+04  1.8173200E+04  1.8255900E+04  1.8345800E+04  1.8442100E+04  1.8543800E+04  1.8648700E+04  1.8758900E+04  1.8870700E+04  1.8983800E+04  1.9097800E+04  1.9208200E+04  1.9317900E+04  1.9420700E+04  1.9519500E+04  1.9603400E+04  1.9680700E+04  1.9749200E+04
  1.4200000E+04  1.8329700E+04  1.8400300E+04  1.8482200E+04  1.8571000E+04  1.8668100E+04  1.8771100E+04  1.8878700E+04  1.8990900E+04  1.9105700E+04  1.9223800E+04  1.9341100E+04  1.9459500E+04  1.9575800E+04  1.9686700E+04  1.9794500E+04  1.9885300E+04  1.9969600E+04  2.0041100E+04
  1.4400000E+04  1.8566400E+04  1.8632800E+04  1.8711700E+04  1.8798700E+04  1.8895100E+04  1.8997100E+04  1.9106300E+04  1.9220400E+04  1.9338700E+04  1.9460800E+04  1.9582100E+04  1.9706500E+04  1.9827800E+04  1.9947600E+04  2.0061400E+04  2.0162300E+04  2.0253600E+04  2.0329100E+04
  1.4600000E+04  1.8811100E+04  1.8872800E+04  1.8945400E+04  1.9029700E+04  1.9122800E+04  1.9224100E+04  1.9334300E+04  1.9448400E+04  1.9569800E+04  1.9694100E+04  1.9820100E+04  1.9950500E+04  2.0075500E+04  2.0202600E+04  2.0323400E+04  2.0435300E+04  2.0531500E+04  2.0614000E+04
  1.4800000E+04  1.9065700E+04  1.9117300E+04  1.9183600E+04  1.9262900E+04  1.9352400E+04  1.9452500E+04  1.9560700E+04  1.9676100E+04  1.9798500E+04  1.9924900E+04  2.0056100E+04  2.0190100E+04  2.0321500E+04  2.0454500E+04  2.0580400E+04  2.0702200E+04  2.0804500E+04  2.0896000E+04
  1.5000000E+04  1.9317700E+04  1.9357900E+04  1.9417900E+04  1.9492300E+04  1.9577900E+04  1.9676600E+04  1.9783600E+04  1.9899100E+04  2.0022800E+04  2.0153000E+04  2.0288900E+04  2.0426200E+04  2.0566000E+04  2.0702500E+04  2.0835300E+04  2.0964200E+04  2.1073900E+04  2.1173000E+04
  1.5200000E+04  1.9582400E+04  1.9610800E+04  1.9661500E+04  1.9728600E+04  1.9808800E+04  1.9901800E+04  2.0006600E+04  2.0122600E+04  2.0246000E+04  2.0377600E+04  2.0515100E+04  2.0655500E+04  2.0800200E+04  2.0941600E+04  2.1080400E+04  2.1215200E+04  2.1334000E+04  2.1439900E+04
  1.5400000E+04  1.9853400E+04  1.9870500E+04  1.9911500E+04  1.9969900E+04  2.0045400E+04  2.0135500E+04  2.0237100E+04  2.0352100E+04  2.0476100E+04  2.0609000E+04  2.0747800E+04  2.0891500E+04  2.1038900E+04  2.1184600E+04  2.1329400E+04  2.1468200E+04  2.1597000E+04  2.1707900E+04
  1.5600000E+04  2.0131700E+04  2.0136400E+04  2.0166200E+04  2.0216500E+04  2.0286900E+04  2.0372500E+04  2.0472000E+04  2.0583800E+04  2.0707400E+04  2.0839700E+04  2.0979100E+04  2.1125900E+04  2.1274900E+04  2.1425600E+04  2.1576300E+04  2.1718200E+04  2.1856000E+04  2.1972800E+04
  1.5800000E+04  2.0423300E+04  2.0413500E+04  2.0430300E+04  2.0471500E+04  2.0533900E+04  2.0613700E+04  2.0708600E+04  2.0817900E+04  2.0939500E+04  2.1070400E+04  2.1210800E+04  2.1357500E+04  2.1508900E+04  2.1664600E+04  2.1818300E+04  2.1966200E+04  2.2110900E+04  2.2234800E+04
  1.6000000E+04  2.0734600E+04  2.0701800E+04  2.0703800E+04  2.0733300E+04  2.0786900E+04  2.0858900E+04  2.0949400E+04  2.1054000E+04  2.1171900E+04  2.1301700E+04  2.1441100E+04  2.1588500E+04  2.1741500E+04  2.1900400E+04  2.2057300E+04  2.2212200E+04  2.2360900E+04  2.2493800E+04
